chart_date,country,country_name,chart_source,rank,rank_change,track_id,track_name,artist_ids,artist_names,artist_names_text,days_on_chart,peak_rank,peak_count_text,streams,streams_change,streams_7day,streams_7day_change,streams_total,kworb_track_url
2026-07-10,IT,Italy,kworb_spotify_daily,148,-7,1yOrvnfHb2t8CmMdfcBHTl,Pilé - Gospel,"[""51OKuyM4BiiYxFm8Mi6fa9"", ""2i04Yoaa4wV8J75w8aPX1G""]","[""Mauvais djo"", ""Kano Choir""]","Mauvais djo, Kano Choir",12,101,,61417,3584,411721,-8818,722365,https://kworb.net/spotify/track/1yOrvnfHb2t8CmMdfcBHTl.html
2026-07-10,IT,Italy,kworb_spotify_daily,149,-12,7EOKcZX9TRkIs0nwWbCCbD,Non è mica te,"[""0harR1ApYeMN6GOLBNMiUR""]","[""Eddie Brock""]",Eddie Brock,270,6,,61218,2264,382877,480,30990802,https://kworb.net/spotify/track/7EOKcZX9TRkIs0nwWbCCbD.html
2026-07-10,IT,Italy,kworb_spotify_daily,150,-38,7kktKNHgINrBczPUGoG38p,Bang Bang,"[""23TFHmajVfBtlRx5MXqgoz""]","[""Sfera Ebbasta""]",Sfera Ebbasta,1537,50,,60703,-3684,384948,6076,100462346,https://kworb.net/spotify/track/7kktKNHgINrBczPUGoG38p.html
2026-07-10,IT,Italy,kworb_spotify_daily,151,-46,3M5e1yWYMKQPE0IUePwdBt,QUESTA INSENSATA VOGLIA DI TE,"[""3hN3iJMbbBmqBSAMx5veDa""]","[""Ultimo""]",Ultimo,48,4,,60663,-5123,451467,-3513,3660736,https://kworb.net/spotify/track/3M5e1yWYMKQPE0IUePwdBt.html
2026-07-10,IT,Italy,kworb_spotify_daily,152,-58,05wb6MEyJeG2z1MVCIXxC8,15 Piani,"[""23TFHmajVfBtlRx5MXqgoz""]","[""Sfera Ebbasta""]",Sfera Ebbasta,837,1,(x11),60647,-7793,192048,60647,93283613,https://kworb.net/spotify/track/05wb6MEyJeG2z1MVCIXxC8.html
2026-07-10,IT,Italy,kworb_spotify_daily,153,NEW,3fBHfKPOuaZ99tZOMg9Cgw,RAFFAELLA FICO,"[""5Otk4eRecMMbC5YR4Iliou"", ""1eBPcZCSWh1EAv0aOXusye""]","[""Le-one"", ""Higashi""]","Le-one, Higashi",1,153,,60300,,60300,60300,60300,https://kworb.net/spotify/track/3fBHfKPOuaZ99tZOMg9Cgw.html
2026-07-10,IT,Italy,kworb_spotify_daily,154,+37,7ue5uvozLbamg0rjS65FeT,SEXY RAVE,"[""0QrUbsrL5imqntAfDl8i7q"", ""3LvwPiJQJ0da0GurKMToV0""]","[""Fred De Palma"", ""Baby Gang""]","Fred De Palma, Baby Gang",250,14,,60007,9175,313526,7125,26255208,https://kworb.net/spotify/track/7ue5uvozLbamg0rjS65FeT.html
2026-07-10,IT,Italy,kworb_spotify_daily,155,+29,19DHPlTC2gx1j4jrFzNbwL,30ºC,"[""7K80yOTC0Id95gRaOxDG5u""]","[""ANNA""]",ANNA,564,1,(x69),60002,8676,313255,5689,112764268,https://kworb.net/spotify/track/19DHPlTC2gx1j4jrFzNbwL.html
2026-07-10,IT,Italy,kworb_spotify_daily,156,-1,6XbtvPmIpyCbjuT0e8cQtp,Columbia,"[""52iwsT98xCoGgiGntTiR7K""]","[""Quevedo""]",Quevedo,276,50,,59997,4598,361177,4594,22132038,https://kworb.net/spotify/track/6XbtvPmIpyCbjuT0e8cQtp.html
2026-07-10,IT,Italy,kworb_spotify_daily,157,-6,6Ahg1hncxUdK0ICqU03BCu,Superclassico,"[""3fhMfkPPzksWuw0hEm4ldm""]","[""Ernia""]",Ernia,1433,1,(x11),59948,4223,314270,59948,138930623,https://kworb.net/spotify/track/6Ahg1hncxUdK0ICqU03BCu.html
2026-07-10,IT,Italy,kworb_spotify_daily,158,+14,0OMRAvrtLWE2TvcXorRiB9,La Gozadera,"[""2cy1zPcrFcXAJTP0APWewL"", ""4wLXwxDeWQ8mtUIRPxGiD6""]","[""Gente De Zona"", ""Marc Anthony""]","Gente De Zona, Marc Anthony",478,61,,59907,7137,369038,4600,9847506,https://kworb.net/spotify/track/0OMRAvrtLWE2TvcXorRiB9.html
2026-07-10,IT,Italy,kworb_spotify_daily,159,-23,0fR79MubHtwcEiGJzUw8Au,Polvere Rosa,"[""2K5nCggbhSZ00YCYP5qkZS""]","[""Shiva""]",Shiva,92,4,,59631,385,403422,686,11481967,https://kworb.net/spotify/track/0fR79MubHtwcEiGJzUw8Au.html
2026-07-10,IT,Italy,kworb_spotify_daily,160,-26,4ySxBjhmdnkeFUqhKxW3cY,Visiera A Becco,"[""23TFHmajVfBtlRx5MXqgoz""]","[""Sfera Ebbasta""]",Sfera Ebbasta,2004,32,,59432,-262,222207,59432,117046371,https://kworb.net/spotify/track/4ySxBjhmdnkeFUqhKxW3cY.html
2026-07-10,IT,Italy,kworb_spotify_daily,161,-41,3qtuOAI0YyfoBM1s7Tvm46,La Nuova Stella Di Broadway,"[""396Jr76018oUMR6QBnqT8T""]","[""Cesare Cremonini""]",Cesare Cremonini,1165,37,,59378,-3052,418169,-3430,72402608,https://kworb.net/spotify/track/3qtuOAI0YyfoBM1s7Tvm46.html
2026-07-10,IT,Italy,kworb_spotify_daily,162,+9,362nbPmkrCtts9zhlLFfIR,UNA VITA FA,"[""27LlKWxS3KXW7RRAxN5S8s"", ""2K5nCggbhSZ00YCYP5qkZS"", ""7gjqZ8coFZimZDtdk04WP1""]","[""Geolier"", ""Shiva"", ""MACE""]","Geolier, Shiva, MACE",163,14,,59206,6115,405858,-6731,13163070,https://kworb.net/spotify/track/362nbPmkrCtts9zhlLFfIR.html
2026-07-10,IT,Italy,kworb_spotify_daily,163,-36,39efIaQFmERjt8U71FrJzs,L'Emozione Non Ha voce (Io Non So Parlar D'Amore),"[""1yq9UuPp5DIb5w6eswGbKV""]","[""Adriano Celentano""]",Adriano Celentano,157,87,,59008,-1843,392634,2685,8508675,https://kworb.net/spotify/track/39efIaQFmERjt8U71FrJzs.html
2026-07-10,IT,Italy,kworb_spotify_daily,164,-42,1JSTJqkT5qHq8MDJnJbRE1,Every Breath You Take,"[""5NGO30tJxFlKixkPSgXcFE""]","[""The Police""]",The Police,592,17,,58954,-2920,403014,-2882,40446241,https://kworb.net/spotify/track/1JSTJqkT5qHq8MDJnJbRE1.html
2026-07-10,IT,Italy,kworb_spotify_daily,165,-30,22skzmqfdWrjJylampe0kt,Can't Hold Us,"[""5BcAKTbp20cv7tC5VqPFoC"", ""3JhNCzhSMTxs9WLGJJxWOY"", ""4myTppRgh0rojLxx8RycOp"", ""4e0nWw2r4BoQSKPQ2zpU13""]","[""Macklemore & Ryan Lewis"", ""Macklemore"", ""Ryan Lewis"", ""Ray Dalton""]","Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",768,92,,58880,-797,390976,1506,40837834,https://kworb.net/spotify/track/22skzmqfdWrjJylampe0kt.html
2026-07-10,IT,Italy,kworb_spotify_daily,166,-34,2RkZ5LkEzeHGRsmDqKwmaJ,Ordinary,"[""0fTSzq9jAh4c36UVb4V7CB""]","[""Alex Warren""]",Alex Warren,467,10,,58770,-1205,421806,-7965,52711484,https://kworb.net/spotify/track/2RkZ5LkEzeHGRsmDqKwmaJ.html
2026-07-10,IT,Italy,kworb_spotify_daily,167,-36,6bN41HjY008ggroMFxNLaa,Calcolatrici,"[""23TFHmajVfBtlRx5MXqgoz""]","[""Sfera Ebbasta""]",Sfera Ebbasta,852,1,(x22),58483,-1645,378462,792,100687588,https://kworb.net/spotify/track/6bN41HjY008ggroMFxNLaa.html
2026-07-10,IT,Italy,kworb_spotify_daily,168,-1,1k3pzheXrbtHgvvOsQeMkU,Che fastidio!,"[""7HtzacrJpksCiS6qHypb8l""]","[""Ditonellapiaga""]",Ditonellapiaga,136,3,(x12),58213,4332,382980,-1901,24982588,https://kworb.net/spotify/track/1k3pzheXrbtHgvvOsQeMkU.html
2026-07-10,IT,Italy,kworb_spotify_daily,169,-24,7EFFg3umzGzCnOIHG6Fr6V,Bossa Nostra,"[""3AVx3OBPIk4pJQllAXoVs1""]","[""Gaia""]",Gaia,49,92,,58106,1540,402206,-3428,2784602,https://kworb.net/spotify/track/7EFFg3umzGzCnOIHG6Fr6V.html
2026-07-10,IT,Italy,kworb_spotify_daily,170,-11,14DFx4gDrW7b84MziUD6aM,Poesie Clandestine,"[""5FwDaIGy29GQC5d0MR7fKf"", ""0lQtBhjEJpoOroQS6fbWMc""]","[""LDA"", ""Aka 7even""]","LDA, Aka 7even",136,5,,57722,2653,395562,-6648,22663674,https://kworb.net/spotify/track/14DFx4gDrW7b84MziUD6aM.html
2026-07-10,IT,Italy,kworb_spotify_daily,171,-38,0kHTkvGavvk2MjBTSUtOZx,Ricchi x Sempre,"[""23TFHmajVfBtlRx5MXqgoz""]","[""Sfera Ebbasta""]",Sfera Ebbasta,532,4,,57279,-2453,171490,57279,45095978,https://kworb.net/spotify/track/0kHTkvGavvk2MjBTSUtOZx.html
2026-07-10,IT,Italy,kworb_spotify_daily,172,-26,0RkFzXmEJzSv4Bu6YwZJx6,Maledetto me,"[""1QeqGmpgU5Yg74GNcjIIq3""]","[""Fulminacci""]",Fulminacci,99,34,,57173,703,383517,-2525,6425004,https://kworb.net/spotify/track/0RkFzXmEJzSv4Bu6YwZJx6.html
2026-07-10,IT,Italy,kworb_spotify_daily,173,+13,5wpNF7XLTW4gLyU0NjVOL8,Bottiglie Vuote,"[""6RdcIWVKYYzNzjQRd3oyHS"", ""6FcVd3KlRxozcLl19FMXu9""]","[""Pinguini Tattici Nucleari"", ""Max Pezzali""]","Pinguini Tattici Nucleari, Max Pezzali",454,5,,56759,5461,387168,-2880,54684313,https://kworb.net/spotify/track/5wpNF7XLTW4gLyU0NjVOL8.html
2026-07-10,IT,Italy,kworb_spotify_daily,174,-17,7sh95K3HXkne9mVYDOIRWs,Completamente,"[""6YBgd2LKccEB3pX6UaW1Yp""]","[""Thegiornalisti""]",Thegiornalisti,433,55,,56720,1526,371999,-1086,12088775,https://kworb.net/spotify/track/7sh95K3HXkne9mVYDOIRWs.html
2026-07-10,IT,Italy,kworb_spotify_daily,175,-35,2kZV7d0A4BIN5I8iFBnbqp,16 Marzo,"[""0lI3rF4hi4op6UxqlLHPzv"", ""2dAKW1tsAariQ0Ta2gqp8N""]","[""Achille Lauro"", ""Gow Tribe""]","Achille Lauro, Gow Tribe",706,3,(x1),56696,-1382,412469,-8250,49825266,https://kworb.net/spotify/track/2kZV7d0A4BIN5I8iFBnbqp.html
2026-07-10,IT,Italy,kworb_spotify_daily,176,-13,1XzHasEgB7QoXXtoD3sUKY,E Allora,"[""1dlyjeDlgXalzt5oqbgWDs"", ""2ifTEcQqKSPwijIEcPHQ1R"", ""1l1A1U8VJM15W7zonFqKhg""]","[""G.Mineiro"", ""Flatpearl"", ""Succo""]","G.Mineiro, Flatpearl, Succo",35,70,,56531,1868,373415,-2881,2246835,https://kworb.net/spotify/track/1XzHasEgB7QoXXtoD3sUKY.html
2026-07-10,IT,Italy,kworb_spotify_daily,177,-49,0RYqzVMfEjbDr1CTL7fta5,L'universo tranne noi,"[""6FcVd3KlRxozcLl19FMXu9""]","[""Max Pezzali""]",Max Pezzali,170,87,,56350,-4015,413016,-7672,8910589,https://kworb.net/spotify/track/0RYqzVMfEjbDr1CTL7fta5.html
2026-07-10,IT,Italy,kworb_spotify_daily,178,-30,7nRFsITVaSHko2Fw2Gcy59,Destri,"[""7KFOc3T4Xo8DVZt4PWw2qN""]","[""Gazzelle""]",Gazzelle,2111,1,(x1),56250,50,375813,97,178202664,https://kworb.net/spotify/track/7nRFsITVaSHko2Fw2Gcy59.html
2026-07-10,IT,Italy,kworb_spotify_daily,179,-25,55lijDD6OAjLFFUHU9tcDm,WHERE IS MY HUSBAND!,"[""5KKpBU5eC2tJDzf0wmlRp2""]","[""RAYE""]",RAYE,264,33,,56056,576,375919,-2047,20242722,https://kworb.net/spotify/track/55lijDD6OAjLFFUHU9tcDm.html
2026-07-10,IT,Italy,kworb_spotify_daily,180,-24,69VAE3LA7jn5rGAsdflMOS,EL PIBE DE ORO,"[""27LlKWxS3KXW7RRAxN5S8s"", ""2jnjbAYKylrmBMCFZE0OCK""]","[""Geolier"", ""Poison Beatz""]","Geolier, Poison Beatz",532,5,,55150,-130,393464,-9670,59444887,https://kworb.net/spotify/track/69VAE3LA7jn5rGAsdflMOS.html
2026-07-10,IT,Italy,kworb_spotify_daily,181,+18,2a1o6ZejUi8U3wzzOtCOYw,Danza Kuduro,"[""33ScadVnbm2X8kkUqOkC6Z"", ""5bv5RplEOwdCvhq0EILh9E""]","[""Don Omar"", ""Lucenzo""]","Don Omar, Lucenzo",205,74,,54961,4566,312281,-2609,11680701,https://kworb.net/spotify/track/2a1o6ZejUi8U3wzzOtCOYw.html
2026-07-10,IT,Italy,kworb_spotify_daily,182,RE,0il2Hwwf6U8haOn1rMwUak,Bam Bam Bambina,"[""3o7fC2O4nraaicpID6bBZW""]","[""Elettra Lamborghini""]",Elettra Lamborghini,9,143,,54858,,54858,54858,464225,https://kworb.net/spotify/track/0il2Hwwf6U8haOn1rMwUak.html
2026-07-10,IT,Italy,kworb_spotify_daily,183,RE,1K9qAxGT4cWUicf2OezSen,VETRI NERI,"[""7zPS3i8YJBNeDcqXUHfCMr"", ""7K80yOTC0Id95gRaOxDG5u"", ""5SulO4l40qDuV9zUGLZx7n""]","[""AVA"", ""ANNA"", ""Capo Plaza""]","AVA, ANNA, Capo Plaza",674,1,(x76),54752,,264518,-2816,135584321,https://kworb.net/spotify/track/1K9qAxGT4cWUicf2OezSen.html
2026-07-10,IT,Italy,kworb_spotify_daily,184,-35,20MwAekzD46VMJP0JmjmhS,Con un deca,"[""6bMul6rmRS03x38tWKYifO""]","[""883""]",883,27,97,,54742,-1210,260563,54742,1692896,https://kworb.net/spotify/track/20MwAekzD46VMJP0JmjmhS.html
2026-07-10,IT,Italy,kworb_spotify_daily,185,-27,1V8SElaiJmR7SJiGELr6Rc,Peccati,"[""2K5nCggbhSZ00YCYP5qkZS""]","[""Shiva""]",Shiva,92,7,,54522,-569,368546,-2537,10824695,https://kworb.net/spotify/track/1V8SElaiJmR7SJiGELr6Rc.html
2026-07-10,IT,Italy,kworb_spotify_daily,186,-18,7wuJGgpTNzbUyn26IOY6rj,Total Eclipse of the Heart,"[""0SD4eZCN4Kr0wQk56hCdh2""]","[""Bonnie Tyler""]",Bonnie Tyler,2,168,,54520,868,108172,54520,108172,https://kworb.net/spotify/track/7wuJGgpTNzbUyn26IOY6rj.html
2026-07-10,IT,Italy,kworb_spotify_daily,187,+6,41lOxc6ARYZPXpKeMWcHsD,Islanda,"[""6RdcIWVKYYzNzjQRd3oyHS""]","[""Pinguini Tattici Nucleari""]",Pinguini Tattici Nucleari,578,1,(x13),54461,3708,252814,-3169,77535351,https://kworb.net/spotify/track/41lOxc6ARYZPXpKeMWcHsD.html
2026-07-10,IT,Italy,kworb_spotify_daily,188,-19,4vF4VnzL47EVsZZEVsEfbF,VACCI PIANO,"[""0gzwXezN4IUHAwLufA6YcX"", ""056KMTw6IztdQjBmFfVyO3""]","[""Emma"", ""Rkomi""]","Emma, Rkomi",120,50,,54104,563,380580,-9117,7300494,https://kworb.net/spotify/track/4vF4VnzL47EVsZZEVsEfbF.html
2026-07-10,IT,Italy,kworb_spotify_daily,189,-2,6XjDF6nds4DE2BBbagZol6,Gata Only,"[""7CvTknweLr9feJtRGrpDBy"", ""1Yj5Xey7kTwvZla8sqdsdE""]","[""FloyyMenor"", ""Cris MJ""]","FloyyMenor, Cris MJ",731,1,(x1),53970,2724,360235,366,105885676,https://kworb.net/spotify/track/6XjDF6nds4DE2BBbagZol6.html
2026-07-10,IT,Italy,kworb_spotify_daily,190,-8,6MZbnl9hKMgYweTqBZdLyW,64 BARRE DI TERRORE (Red Bull 64 Bars),"[""0EUR8jz8L936AEbV2Spkca""]","[""Kid Yugi""]",Kid Yugi,17,16,,53628,2268,311767,-8659,1263276,https://kworb.net/spotify/track/6MZbnl9hKMgYweTqBZdLyW.html
2026-07-10,IT,Italy,kworb_spotify_daily,191,-47,05G7GqOjkYKObUWFDownVV,Quel filo che ci unisce,"[""3hN3iJMbbBmqBSAMx5veDa""]","[""Ultimo""]",Ultimo,149,24,,53595,-3730,343709,53595,9502647,https://kworb.net/spotify/track/05G7GqOjkYKObUWFDownVV.html
2026-07-10,IT,Italy,kworb_spotify_daily,192,-32,093RgZ7RXHZwIrxZhZYX4Q,Tesla,"[""5SulO4l40qDuV9zUGLZx7n"", ""23TFHmajVfBtlRx5MXqgoz"", ""6jwzGu5VdkR5tsRROYuxso""]","[""Capo Plaza"", ""Sfera Ebbasta"", ""DrefGold""]","Capo Plaza, Sfera Ebbasta, DrefGold",733,1,(x39),53418,-1638,166948,53418,86592553,https://kworb.net/spotify/track/093RgZ7RXHZwIrxZhZYX4Q.html
2026-07-10,IT,Italy,kworb_spotify_daily,193,RE,4MzXwWMhyBbmu6hOcLVD49,DÁKITI,"[""4q3ewBCX7sLwd24euuV69X"", ""6nVcHLIgY5pE2YCl8ubca1""]","[""Bad Bunny"", ""JHAYCO""]","Bad Bunny, JHAYCO",513,7,,53340,,200798,-303,38128375,https://kworb.net/spotify/track/4MzXwWMhyBbmu6hOcLVD49.html
2026-07-10,IT,Italy,kworb_spotify_daily,194,-14,3FrbT8aqk9xHtTfQc9Z3IR,VVS CARTIER,"[""23TFHmajVfBtlRx5MXqgoz"", ""2K5nCggbhSZ00YCYP5qkZS""]","[""Sfera Ebbasta"", ""Shiva""]","Sfera Ebbasta, Shiva",419,5,,53271,1583,104959,53271,41776800,https://kworb.net/spotify/track/3FrbT8aqk9xHtTfQc9Z3IR.html
2026-07-10,IT,Italy,kworb_spotify_daily,195,-1,2tTmW7RDtMQtBk7m2rYeSw,"Quevedo: Bzrp Music Sessions, Vol. 52","[""716NhGYqD1jl2wI1Qkgq36"", ""52iwsT98xCoGgiGntTiR7K""]","[""Bizarrap"", ""Quevedo""]","Bizarrap, Quevedo",1251,1,(x47),53158,2432,354486,-4058,174489039,https://kworb.net/spotify/track/2tTmW7RDtMQtBk7m2rYeSw.html
2026-07-10,IT,Italy,kworb_spotify_daily,196,-17,5g7sDjBhZ4I3gcFIpkrLuI,Locked out of Heaven,"[""0du5cEVh5yTK9QJze8zA0C""]","[""Bruno Mars""]",Bruno Mars,353,45,,52848,1045,157950,52848,3524646,https://kworb.net/spotify/track/5g7sDjBhZ4I3gcFIpkrLuI.html
2026-07-10,IT,Italy,kworb_spotify_daily,197,-1,7lLSzMu2EKwIJ4co0sJSEe,PARLAR D’AMORE,"[""3HAwumPgGOSXlZSyGWuLhB"", ""7FeObngbQ0GY3SojNwKdKn""]","[""Sayf"", ""Bresh""]","Sayf, Bresh",64,27,,52826,2311,360231,-5332,4815227,https://kworb.net/spotify/track/7lLSzMu2EKwIJ4co0sJSEe.html
2026-07-10,IT,Italy,kworb_spotify_daily,198,RE,07qo9gnLM488CUr0EtgIA1,Poetica,"[""396Jr76018oUMR6QBnqT8T""]","[""Cesare Cremonini""]",Cesare Cremonini,939,3,(x1),52488,,203530,-701,58740876,https://kworb.net/spotify/track/07qo9gnLM488CUr0EtgIA1.html
2026-07-10,IT,Italy,kworb_spotify_daily,199,-46,4X4R6qsIicxIQIFbnDcJLO,Scarabocchi,"[""25u1DN0MwQVSav4XoJS7hl"", ""4rj3KWaLAnuxgtMMkypZhf""]","[""Olly"", ""Juli""]","Olly, Juli",612,3,(x4),52459,-3054,390380,-15496,87662535,https://kworb.net/spotify/track/4X4R6qsIicxIQIFbnDcJLO.html
2026-07-10,IT,Italy,kworb_spotify_daily,200,-8,6kfLv8uKJNS5DfodQAzpco,Blue,"[""1AgAVqo74e2q4FVvg0xpT7""]","[""Tedua""]",Tedua,49,15,,52432,1657,307294,-6034,4272465,https://kworb.net/spotify/track/6kfLv8uKJNS5DfodQAzpco.html
