Id,Netto,Qta,Dim,Lav,Date,Cap,TipoAttivita,idMatrice,idCat,TipoCalc
41276,1857.47,130.03,1.0,1,2024-07-10,10001,RIS,8,1,T05
41277,4647.8,234.78,1.0,1,2024-07-10,10001,RIS,8,2,T05
41278,726.68,65.49,1.0,1,2024-07-10,10001,RIS,8,3,T05
41279,372.96,16.54,1.0,1,2024-07-10,10001,RIS,8,4,T05
41280,1182.02,73.83,1.0,1,2024-07-11,10001,RIS,8,1,T05
41281,4706.57,215.87,1.0,1,2024-07-11,10001,RIS,8,2,T05
41282,893.52,89.15,1.0,1,2024-07-11,10001,RIS,8,3,T05
41283,149.39,22.71,1.0,1,2024-07-11,10001,RIS,8,4,T05
41284,510.41,74.09,1.0,1,2024-07-25,10001,RIS,8,1,T05
41285,4684.5,182.51,1.0,1,2024-07-25,10001,RIS,8,2,T05
41286,272.86,52.51,1.0,1,2024-07-25,10001,RIS,8,3,T05
41287,116.31,14.35,1.0,1,2024-07-25,10001,RIS,8,4,T05
41288,562.15,91.53,1.0,1,2024-07-26,10001,RIS,8,1,T05
41289,4527.61,206.94,1.0,1,2024-07-26,10001,RIS,8,2,T05
41290,303.36,59.08,1.0,1,2024-07-26,10001,RIS,8,3,T05
41291,26.84,8.81,1.0,1,2024-07-26,10001,RIS,8,4,T05
41292,1124.67,144.71,1.0,1,2024-07-27,10001,RIS,8,1,T05
41293,7837.39,321.87,1.0,1,2024-07-27,10001,RIS,8,2,T05
41294,634.78,100.27,1.0,1,2024-07-27,10001,RIS,8,3,T05
41295,618.59,41.04,1.0,1,2024-07-27,10001,RIS,8,4,T05
41296,1234.83,196.35,1.0,1,2024-07-28,10001,RIS,8,1,T05
41297,8474.94,354.53,1.0,1,2024-07-28,10001,RIS,8,2,T05
41298,1368.0,160.9,1.0,1,2024-07-28,10001,RIS,8,3,T05
41299,741.02,67.63,1.0,1,2024-07-28,10001,RIS,8,4,T05
41300,0.0,0.0,0.0,0,2024-08-11,10001,RIS,8,1,T05
41301,0.0,0.0,0.0,0,2024-08-11,10001,RIS,8,2,T05
41302,0.0,0.0,0.0,0,2024-08-11,10001,RIS,8,3,T05
41303,0.0,0.0,0.0,0,2024-08-11,10001,RIS,8,4,T05
41304,0.0,0.0,0.0,0,2024-08-12,10001,RIS,8,1,T05
41305,0.0,0.0,0.0,0,2024-08-12,10001,RIS,8,2,T05
41306,0.0,0.0,0.0,0,2024-08-12,10001,RIS,8,3,T05
41307,0.0,0.0,0.0,0,2024-08-12,10001,RIS,8,4,T05
41308,436.04,79.19,1.0,1,2024-08-13,10001,RIS,8,1,T05
41309,4860.17,265.13,1.0,1,2024-08-13,10001,RIS,8,2,T05
41310,994.41,72.03,1.0,1,2024-08-13,10001,RIS,8,3,T05
41311,315.76,34.16,1.0,1,2024-08-13,10001,RIS,8,4,T05
41312,662.67,111.77,1.0,1,2024-08-14,10001,RIS,8,1,T05
41313,4852.95,225.26,1.0,1,2024-08-14,10001,RIS,8,2,T05
41314,761.48,82.87,1.0,1,2024-08-14,10001,RIS,8,3,T05
41315,266.54,25.62,1.0,1,2024-08-14,10001,RIS,8,4,T05
41316,477.41,92.96,1.0,1,2024-08-27,10001,RIS,8,1,T05
41317,3915.3,173.19,1.0,1,2024-08-27,10001,RIS,8,2,T05
41318,315.63,48.7,1.0,1,2024-08-27,10001,RIS,8,3,T05
41319,485.43,29.76,1.0,1,2024-08-27,10001,RIS,8,4,T05
41320,423.97,69.53,1.0,1,2024-09-17,10001,RIS,8,1,T05
41321,2537.79,132.53,1.0,1,2024-09-17,10001,RIS,8,2,T05
41322,307.89,20.03,1.0,1,2024-09-17,10001,RIS,8,3,T05
41323,0.0,0.0,0.0,0,2024-09-17,10001,RIS,8,4,T05
41324,0.0,0.0,0.0,0,2024-09-19,10001,RIS,8,1,T05
41325,0.0,0.0,0.0,0,2024-09-19,10001,RIS,8,2,T05
41326,0.0,0.0,0.0,0,2024-09-19,10001,RIS,8,3,T05
41327,0.0,0.0,0.0,0,2024-09-19,10001,RIS,8,4,T05
41328,0.0,0.0,0.0,0,2024-09-21,10001,RIS,8,1,T05
41329,0.0,0.0,0.0,0,2024-09-21,10001,RIS,8,2,T05
41330,0.0,0.0,0.0,0,2024-09-21,10001,RIS,8,3,T05
41331,0.0,0.0,0.0,0,2024-09-21,10001,RIS,8,4,T05
41332,0.0,0.0,0.0,0,2024-09-26,10001,RIS,8,1,T05
41333,0.0,0.0,0.0,0,2024-09-26,10001,RIS,8,2,T05
41334,0.0,0.0,0.0,0,2024-09-26,10001,RIS,8,3,T05
41335,0.0,0.0,0.0,0,2024-09-26,10001,RIS,8,4,T05
41336,0.0,0.0,0.0,0,2024-09-28,10001,RIS,8,1,T05
41337,0.0,0.0,0.0,0,2024-09-28,10001,RIS,8,2,T05
41338,0.0,0.0,0.0,0,2024-09-28,10001,RIS,8,3,T05
41339,0.0,0.0,0.0,0,2024-09-28,10001,RIS,8,4,T05
41340,0.0,0.0,0.0,0,2024-10-05,10001,RIS,8,1,T05
41341,0.0,0.0,0.0,0,2024-10-05,10001,RIS,8,2,T05
41342,0.0,0.0,0.0,0,2024-10-05,10001,RIS,8,3,T05
41343,0.0,0.0,0.0,0,2024-10-05,10001,RIS,8,4,T05
41344,0.0,0.0,0.0,0,2024-10-07,10001,RIS,8,1,T05
41345,0.0,0.0,0.0,0,2024-10-07,10001,RIS,8,2,T05
41346,0.0,0.0,0.0,0,2024-10-07,10001,RIS,8,3,T05
41347,0.0,0.0,0.0,0,2024-10-07,10001,RIS,8,4,T05
41348,3704.41,130.51,1.0,1,2024-10-12,10001,RIS,8,1,T05
41349,4324.42,244.17,1.0,1,2024-10-12,10001,RIS,8,2,T05
41350,607.19,100.32,1.0,1,2024-10-12,10001,RIS,8,3,T05
41351,140.84,9.98,1.0,1,2024-10-12,10001,RIS,8,4,T05
41352,406.16,60.41,1.0,1,2024-10-14,10001,RIS,8,1,T05
41353,2863.01,154.23,1.0,1,2024-10-14,10001,RIS,8,2,T05
41354,264.25,32.03,1.0,1,2024-10-14,10001,RIS,8,3,T05
41355,18.98,3.88,1.0,1,2024-10-14,10001,RIS,8,4,T05
41356,237.11,43.66,1.0,1,2024-10-16,10001,RIS,8,1,T05
41357,2612.85,113.31,1.0,1,2024-10-16,10001,RIS,8,2,T05
41358,203.89,20.95,1.0,1,2024-10-16,10001,RIS,8,3,T05
41359,7.1,2.65,1.0,1,2024-10-16,10001,RIS,8,4,T05
41360,378.16,60.6,1.0,1,2024-10-21,10001,RIS,8,1,T05
41361,2736.47,160.47,1.0,1,2024-10-21,10001,RIS,8,2,T05
41362,427.08,36.7,1.0,1,2024-10-21,10001,RIS,8,3,T05
41363,31.09,3.07,1.0,1,2024-10-21,10001,RIS,8,4,T05
41364,494.66,66.14,1.0,1,2024-10-23,10001,RIS,8,1,T05
41365,3201.92,176.4,1.0,1,2024-10-23,10001,RIS,8,2,T05
41366,643.07,27.03,1.0,1,2024-10-23,10001,RIS,8,3,T05
41367,16.09,3.1,1.0,1,2024-10-23,10001,RIS,8,4,T05
41368,693.51,76.4,1.0,1,2024-10-30,10001,RIS,8,1,T05
41369,3065.7,179.48,1.0,1,2024-10-30,10001,RIS,8,2,T05
41370,242.19,44.39,1.0,1,2024-10-30,10001,RIS,8,3,T05
41371,35.42,2.03,1.0,1,2024-10-30,10001,RIS,8,4,T05
41372,5423.34,249.88,1.0,1,2024-11-01,10001,RIS,8,1,T05
41373,7207.37,290.41,1.0,1,2024-11-01,10001,RIS,8,2,T05
41374,909.54,122.56,1.0,1,2024-11-01,10001,RIS,8,3,T05
41375,63.63,14.45,1.0,1,2024-11-01,10001,RIS,8,4,T05
41376,456.2,79.29,1.0,1,2024-11-06,10001,RIS,8,1,T05
41377,3410.1,182.62,1.0,1,2024-11-06,10001,RIS,8,2,T05
41378,301.01,23.71,1.0,1,2024-11-06,10001,RIS,8,3,T05
41379,6.23,3.0,1.0,1,2024-11-06,10001,RIS,8,4,T05
41380,503.49,75.25,1.0,1,2024-11-08,10001,RIS,8,1,T05
41381,2063.47,154.9,1.0,1,2024-11-08,10001,RIS,8,2,T05
41382,70.27,17.06,1.0,1,2024-11-08,10001,RIS,8,3,T05
41383,2.81,2.62,1.0,1,2024-11-08,10001,RIS,8,4,T05
41384,2076.66,159.04,1.0,1,2024-11-10,10001,RIS,8,1,T05
41385,6961.53,331.57,1.0,1,2024-11-10,10001,RIS,8,2,T05
41386,793.36,102.7,1.0,1,2024-11-10,10001,RIS,8,3,T05
41387,108.57,13.59,1.0,1,2024-11-10,10001,RIS,8,4,T05
41388,697.95,94.22,1.0,1,2024-11-15,10001,RIS,8,1,T05
41389,2864.26,198.28,1.0,1,2024-11-15,10001,RIS,8,2,T05
41390,475.96,35.57,1.0,1,2024-11-15,10001,RIS,8,3,T05
41391,87.8,6.48,1.0,1,2024-11-15,10001,RIS,8,4,T05
41392,4321.9,178.08,1.0,1,2024-11-17,10001,RIS,8,1,T05
41393,6108.12,251.92,1.0,1,2024-11-17,10001,RIS,8,2,T05
41394,1192.15,116.73,1.0,1,2024-11-17,10001,RIS,8,3,T05
41395,141.47,13.79,1.0,1,2024-11-17,10001,RIS,8,4,T05
41396,2780.76,165.18,1.0,1,2024-11-24,10001,RIS,8,1,T05
41397,6378.61,281.61,1.0,1,2024-11-24,10001,RIS,8,2,T05
41398,810.51,102.62,1.0,1,2024-11-24,10001,RIS,8,3,T05
41399,147.35,18.35,1.0,1,2024-11-24,10001,RIS,8,4,T05
41400,422.81,68.4,1.0,1,2024-11-26,10001,RIS,8,1,T05
41401,3062.05,182.28,1.0,1,2024-11-26,10001,RIS,8,2,T05
41402,222.31,30.57,1.0,1,2024-11-26,10001,RIS,8,3,T05
41403,6.03,5.32,1.0,1,2024-11-26,10001,RIS,8,4,T05
41404,405.84,64.48,1.0,1,2024-12-03,10001,RIS,8,1,T05
41405,1887.15,143.04,1.0,1,2024-12-03,10001,RIS,8,2,T05
41406,278.77,24.8,1.0,1,2024-12-03,10001,RIS,8,3,T05
41407,17.33,3.07,1.0,1,2024-12-03,10001,RIS,8,4,T05
41408,464.9,87.44,1.0,1,2024-12-05,10001,RIS,8,1,T05
41409,2748.3,130.09,1.0,1,2024-12-05,10001,RIS,8,2,T05
41410,294.57,21.69,1.0,1,2024-12-05,10001,RIS,8,3,T05
41411,27.43,2.58,1.0,1,2024-12-05,10001,RIS,8,4,T05
41412,597.39,72.39,1.0,1,2024-12-10,10001,RIS,8,1,T05
41413,2364.9,135.24,1.0,1,2024-12-10,10001,RIS,8,2,T05
41414,74.11,18.33,1.0,1,2024-12-10,10001,RIS,8,3,T05
41415,0.0,0.0,0.0,0,2024-12-10,10001,RIS,8,4,T05
41416,0.0,0.0,0.0,0,2024-09-23,10001,RIS,8,1,T05
41417,0.0,0.0,0.0,0,2024-09-23,10001,RIS,8,2,T05
41418,0.0,0.0,0.0,0,2024-09-23,10001,RIS,8,3,T05
41419,0.0,0.0,0.0,0,2024-09-23,10001,RIS,8,4,T05
41420,0.0,0.0,0.0,0,2024-09-24,10001,RIS,8,1,T05
41421,0.0,0.0,0.0,0,2024-09-24,10001,RIS,8,2,T05
41422,0.0,0.0,0.0,0,2024-09-24,10001,RIS,8,3,T05
41423,0.0,0.0,0.0,0,2024-09-24,10001,RIS,8,4,T05
41424,0.0,0.0,0.0,0,2024-09-25,10001,RIS,8,1,T05
41425,0.0,0.0,0.0,0,2024-09-25,10001,RIS,8,2,T05
41426,0.0,0.0,0.0,0,2024-09-25,10001,RIS,8,3,T05
41427,0.0,0.0,0.0,0,2024-09-25,10001,RIS,8,4,T05
41428,0.0,0.0,0.0,0,2024-10-08,10001,RIS,8,1,T05
41429,0.0,0.0,0.0,0,2024-10-08,10001,RIS,8,2,T05
41430,0.0,0.0,0.0,0,2024-10-08,10001,RIS,8,3,T05
41431,0.0,0.0,0.0,0,2024-10-08,10001,RIS,8,4,T05
41432,529.26,54.44,1.0,1,2024-10-09,10001,RIS,8,1,T05
41433,1892.47,116.28,1.0,1,2024-10-09,10001,RIS,8,2,T05
41434,158.12,15.95,1.0,1,2024-10-09,10001,RIS,8,3,T05
41435,3.83,3.23,1.0,1,2024-10-09,10001,RIS,8,4,T05
41436,430.53,38.71,1.0,1,2024-10-10,10001,RIS,8,1,T05
41437,1873.39,104.17,1.0,1,2024-10-10,10001,RIS,8,2,T05
41438,163.37,22.25,1.0,1,2024-10-10,10001,RIS,8,3,T05
41439,39.9,3.59,1.0,1,2024-10-10,10001,RIS,8,4,T05
41440,657.9,79.6,1.0,1,2024-10-11,10001,RIS,8,1,T05
41441,2952.39,209.03,1.0,1,2024-10-11,10001,RIS,8,2,T05
41442,134.6,31.75,1.0,1,2024-10-11,10001,RIS,8,3,T05
41443,6.98,3.4,1.0,1,2024-10-11,10001,RIS,8,4,T05
41444,380.55,63.56,1.0,1,2024-10-25,10001,RIS,8,1,T05
41445,3913.48,166.99,1.0,1,2024-10-25,10001,RIS,8,2,T05
41446,307.46,25.19,1.0,1,2024-10-25,10001,RIS,8,3,T05
41447,33.81,3.18,1.0,1,2024-10-25,10001,RIS,8,4,T05
41448,1153.76,101.16,1.0,1,2024-10-26,10001,RIS,8,1,T05
41449,4623.79,239.08,1.0,1,2024-10-26,10001,RIS,8,2,T05
41450,969.61,48.81,1.0,1,2024-10-26,10001,RIS,8,3,T05
41451,79.32,4.11,1.0,1,2024-10-26,10001,RIS,8,4,T05
41452,2793.43,155.25,1.0,1,2024-10-27,10001,RIS,8,1,T05
41453,5057.2,302.09,1.0,1,2024-10-27,10001,RIS,8,2,T05
41454,554.88,83.22,1.0,1,2024-10-27,10001,RIS,8,3,T05
41455,115.89,4.45,1.0,1,2024-10-27,10001,RIS,8,4,T05
41456,512.17,76.93,1.0,1,2024-10-28,10001,RIS,8,1,T05
41457,2912.51,161.56,1.0,1,2024-10-28,10001,RIS,8,2,T05
41458,84.1,21.74,1.0,1,2024-10-28,10001,RIS,8,3,T05
41459,0.0,0.0,0.0,0,2024-10-28,10001,RIS,8,4,T05
41460,539.48,79.21,1.0,1,2024-11-11,10001,RIS,8,1,T05
41461,3837.44,127.3,1.0,1,2024-11-11,10001,RIS,8,2,T05
41462,447.97,34.45,1.0,1,2024-11-11,10001,RIS,8,3,T05
41463,7.16,1.9,1.0,1,2024-11-11,10001,RIS,8,4,T05
41464,357.3,66.98,1.0,1,2024-11-12,10001,RIS,8,1,T05
41465,3189.84,117.3,1.0,1,2024-11-12,10001,RIS,8,2,T05
41466,376.73,25.91,1.0,1,2024-11-12,10001,RIS,8,3,T05
41467,24.48,3.45,1.0,1,2024-11-12,10001,RIS,8,4,T05
41468,478.85,76.83,1.0,1,2024-11-13,10001,RIS,8,1,T05
41469,2732.81,163.33,1.0,1,2024-11-13,10001,RIS,8,2,T05
41470,167.39,27.89,1.0,1,2024-11-13,10001,RIS,8,3,T05
41471,1.28,1.12,1.0,1,2024-11-13,10001,RIS,8,4,T05
41472,449.65,72.26,1.0,1,2024-11-14,10001,RIS,8,1,T05
41473,1386.09,123.42,1.0,1,2024-11-14,10001,RIS,8,2,T05
41474,277.38,27.21,1.0,1,2024-11-14,10001,RIS,8,3,T05
41475,5.11,3.48,1.0,1,2024-11-14,10001,RIS,8,4,T05
41476,542.84,109.88,1.0,1,2024-11-27,10001,RIS,8,1,T05
41477,3686.32,172.42,1.0,1,2024-11-27,10001,RIS,8,2,T05
41478,96.02,29.93,1.0,1,2024-11-27,10001,RIS,8,3,T05
41479,7.32,4.55,1.0,1,2024-11-27,10001,RIS,8,4,T05
41480,680.53,108.21,1.0,1,2024-11-28,10001,RIS,8,1,T05
41481,3434.34,211.45,1.0,1,2024-11-28,10001,RIS,8,2,T05
41482,318.4,38.63,1.0,1,2024-11-28,10001,RIS,8,3,T05
41483,0.0,0.0,0.0,0,2024-11-28,10001,RIS,8,4,T05
41484,3781.6,149.78,1.0,1,2024-11-29,10001,RIS,8,1,T05
41485,6857.35,283.07,1.0,1,2024-11-29,10001,RIS,8,2,T05
41486,1256.91,92.48,1.0,1,2024-11-29,10001,RIS,8,3,T05
41487,403.41,28.45,1.0,1,2024-11-29,10001,RIS,8,4,T05
41488,5600.56,207.73,1.0,1,2024-11-30,10001,RIS,8,1,T05
41489,6832.86,332.22,1.0,1,2024-11-30,10001,RIS,8,2,T05
41490,1106.52,142.05,1.0,1,2024-11-30,10001,RIS,8,3,T05
41491,36.96,5.97,1.0,1,2024-11-30,10001,RIS,8,4,T05
41492,4190.27,189.54,1.0,1,2024-12-01,10001,RIS,8,1,T05
41493,6605.24,230.0,1.0,1,2024-12-01,10001,RIS,8,2,T05
41494,970.61,130.12,1.0,1,2024-12-01,10001,RIS,8,3,T05
41495,14.94,5.67,1.0,1,2024-12-01,10001,RIS,8,4,T05
41496,649.4,86.81,1.0,1,2024-08-28,10001,RIS,8,1,T05
41497,3547.88,146.05,1.0,1,2024-08-28,10001,RIS,8,2,T05
41498,333.92,54.72,1.0,1,2024-08-28,10001,RIS,8,3,T05
41499,223.38,13.6,1.0,1,2024-08-28,10001,RIS,8,4,T05
41500,515.7,71.13,1.0,1,2024-08-29,10001,RIS,8,1,T05
41501,3350.91,144.43,1.0,1,2024-08-29,10001,RIS,8,2,T05
41502,416.31,53.08,1.0,1,2024-08-29,10001,RIS,8,3,T05
41503,383.27,26.66,1.0,1,2024-08-29,10001,RIS,8,4,T05
41504,556.29,58.38,1.0,1,2024-08-30,10001,RIS,8,1,T05
41505,2585.32,160.04,1.0,1,2024-08-30,10001,RIS,8,2,T05
41506,571.75,62.48,1.0,1,2024-08-30,10001,RIS,8,3,T05
41507,154.75,13.13,1.0,1,2024-08-30,10001,RIS,8,4,T05
41508,694.21,99.67,1.0,1,2024-08-31,10001,RIS,8,1,T05
41509,5315.56,245.19,1.0,1,2024-08-31,10001,RIS,8,2,T05
41510,544.92,78.61,1.0,1,2024-08-31,10001,RIS,8,3,T05
41511,145.49,20.69,1.0,1,2024-08-31,10001,RIS,8,4,T05
41512,476.13,67.26,1.0,1,2024-09-13,10001,RIS,8,1,T05
41513,2639.18,144.02,1.0,1,2024-09-13,10001,RIS,8,2,T05
41514,505.26,43.83,1.0,1,2024-09-13,10001,RIS,8,3,T05
41515,19.89,3.83,1.0,1,2024-09-13,10001,RIS,8,4,T05
41516,2155.27,104.39,1.0,1,2024-09-14,10001,RIS,8,1,T05
41517,4032.72,242.98,1.0,1,2024-09-14,10001,RIS,8,2,T05
41518,536.61,86.71,1.0,1,2024-09-14,10001,RIS,8,3,T05
41519,58.34,6.82,1.0,1,2024-09-14,10001,RIS,8,4,T05
41520,799.76,140.91,1.0,1,2024-09-15,10001,RIS,8,1,T05
41521,7802.51,321.63,1.0,1,2024-09-15,10001,RIS,8,2,T05
41522,707.07,130.61,1.0,1,2024-09-15,10001,RIS,8,3,T05
41523,95.45,15.83,1.0,1,2024-09-15,10001,RIS,8,4,T05
41524,1169.69,66.78,1.0,1,2024-09-16,10001,RIS,8,1,T05
41525,1982.48,116.14,1.0,1,2024-09-16,10001,RIS,8,2,T05
41526,332.06,38.76,1.0,1,2024-09-16,10001,RIS,8,3,T05
41527,67.53,12.19,1.0,1,2024-09-16,10001,RIS,8,4,T05
41528,0.0,0.0,0.0,0,2024-09-30,10001,RIS,8,1,T05
41529,0.0,0.0,0.0,0,2024-09-30,10001,RIS,8,2,T05
41530,0.0,0.0,0.0,0,2024-09-30,10001,RIS,8,3,T05
41531,0.0,0.0,0.0,0,2024-09-30,10001,RIS,8,4,T05
41532,0.0,0.0,0.0,0,2024-10-01,10001,RIS,8,1,T05
41533,0.0,0.0,0.0,0,2024-10-01,10001,RIS,8,2,T05
41534,0.0,0.0,0.0,0,2024-10-01,10001,RIS,8,3,T05
41535,0.0,0.0,0.0,0,2024-10-01,10001,RIS,8,4,T05
41536,0.0,0.0,0.0,0,2024-10-02,10001,RIS,8,1,T05
41537,0.0,0.0,0.0,0,2024-10-02,10001,RIS,8,2,T05
41538,0.0,0.0,0.0,0,2024-10-02,10001,RIS,8,3,T05
41539,0.0,0.0,0.0,0,2024-10-02,10001,RIS,8,4,T05
41540,0.0,0.0,0.0,0,2024-10-03,10001,RIS,8,1,T05
41541,0.0,0.0,0.0,0,2024-10-03,10001,RIS,8,2,T05
41542,0.0,0.0,0.0,0,2024-10-03,10001,RIS,8,3,T05
41543,0.0,0.0,0.0,0,2024-10-03,10001,RIS,8,4,T05
41544,503.67,70.18,1.0,1,2024-10-17,10001,RIS,8,1,T05
41545,2380.43,94.78,1.0,1,2024-10-17,10001,RIS,8,2,T05
41546,205.55,11.8,1.0,1,2024-10-17,10001,RIS,8,3,T05
41547,0.0,0.89,1.0,1,2024-10-17,10001,RIS,8,4,T05
41548,650.87,64.48,1.0,1,2024-10-18,10001,RIS,8,1,T05
41549,2002.19,142.75,1.0,1,2024-10-18,10001,RIS,8,2,T05
41550,393.42,34.19,1.0,1,2024-10-18,10001,RIS,8,3,T05
41551,0.0,0.0,0.0,0,2024-10-18,10001,RIS,8,4,T05
41552,2229.43,96.41,1.0,1,2024-10-19,10001,RIS,8,1,T05
41553,4861.8,191.13,1.0,1,2024-10-19,10001,RIS,8,2,T05
41554,406.64,54.96,1.0,1,2024-10-19,10001,RIS,8,3,T05
41555,39.82,6.02,1.0,1,2024-10-19,10001,RIS,8,4,T05
41556,3887.39,172.7,1.0,1,2024-10-20,10001,RIS,8,1,T05
41557,4431.34,279.08,1.0,1,2024-10-20,10001,RIS,8,2,T05
41558,899.79,113.15,1.0,1,2024-10-20,10001,RIS,8,3,T05
41559,159.06,12.93,1.0,1,2024-10-20,10001,RIS,8,4,T05
41560,4093.0,187.54,1.0,1,2024-11-02,10001,RIS,8,1,T05
41561,6492.26,312.93,1.0,1,2024-11-02,10001,RIS,8,2,T05
41562,355.98,79.83,1.0,1,2024-11-02,10001,RIS,8,3,T05
41563,77.68,11.3,1.0,1,2024-11-02,10001,RIS,8,4,T05
41564,4619.42,206.29,1.0,1,2024-11-03,10001,RIS,8,1,T05
41565,6502.45,245.12,1.0,1,2024-11-03,10001,RIS,8,2,T05
41566,540.32,82.35,1.0,1,2024-11-03,10001,RIS,8,3,T05
41567,61.33,6.29,1.0,1,2024-11-03,10001,RIS,8,4,T05
41568,231.53,59.65,1.0,1,2024-11-04,10001,RIS,8,1,T05
41569,2229.19,156.64,1.0,1,2024-11-04,10001,RIS,8,2,T05
41570,245.98,22.18,1.0,1,2024-11-04,10001,RIS,8,3,T05
41571,38.14,3.4,1.0,1,2024-11-04,10001,RIS,8,4,T05
41572,363.81,53.17,1.0,1,2024-11-05,10001,RIS,8,1,T05
41573,2865.13,162.18,1.0,1,2024-11-05,10001,RIS,8,2,T05
41574,88.83,16.68,1.0,1,2024-11-05,10001,RIS,8,3,T05
41575,5.84,1.82,1.0,1,2024-11-05,10001,RIS,8,4,T05
41576,464.92,65.53,1.0,1,2024-11-19,10001,RIS,8,1,T05
41577,1838.95,119.34,1.0,1,2024-11-19,10001,RIS,8,2,T05
41578,347.31,38.93,1.0,1,2024-11-19,10001,RIS,8,3,T05
41579,45.63,1.8,1.0,1,2024-11-19,10001,RIS,8,4,T05
41580,347.36,63.3,1.0,1,2024-11-20,10001,RIS,8,1,T05
41581,2046.1,119.85,1.0,1,2024-11-20,10001,RIS,8,2,T05
41582,159.94,13.99,1.0,1,2024-11-20,10001,RIS,8,3,T05
41583,0.0,0.0,0.0,0,2024-11-20,10001,RIS,8,4,T05
41584,378.8,51.34,1.0,1,2024-11-21,10001,RIS,8,1,T05
41585,2214.24,133.87,1.0,1,2024-11-21,10001,RIS,8,2,T05
41586,134.81,18.29,1.0,1,2024-11-21,10001,RIS,8,3,T05
41587,0.0,0.0,0.0,0,2024-11-21,10001,RIS,8,4,T05
41588,974.55,115.18,1.0,1,2024-11-22,10001,RIS,8,1,T05
41589,4233.32,268.03,1.0,1,2024-11-22,10001,RIS,8,2,T05
41590,216.8,40.86,1.0,1,2024-11-22,10001,RIS,8,3,T05
41591,14.21,2.56,1.0,1,2024-11-22,10001,RIS,8,4,T05
41592,444.08,95.39,1.0,1,2024-12-06,10001,RIS,8,1,T05
41593,2983.28,192.77,1.0,1,2024-12-06,10001,RIS,8,2,T05
41594,387.04,22.35,1.0,1,2024-12-06,10001,RIS,8,3,T05
41595,9.92,3.03,1.0,1,2024-12-06,10001,RIS,8,4,T05
41596,1515.5,165.02,1.0,1,2024-12-07,10001,RIS,8,1,T05
41597,5413.63,274.48,1.0,1,2024-12-07,10001,RIS,8,2,T05
41598,234.39,32.62,1.0,1,2024-12-07,10001,RIS,8,3,T05
41599,24.73,5.83,1.0,1,2024-12-07,10001,RIS,8,4,T05
41600,608.79,100.75,1.0,1,2024-12-08,10001,RIS,8,1,T05
41601,6487.78,214.65,1.0,1,2024-12-08,10001,RIS,8,2,T05
41602,274.26,52.23,1.0,1,2024-12-08,10001,RIS,8,3,T05
41603,27.79,7.25,1.0,1,2024-12-08,10001,RIS,8,4,T05
41604,337.69,72.81,1.0,1,2024-12-09,10001,RIS,8,1,T05
41605,3711.09,185.43,1.0,1,2024-12-09,10001,RIS,8,2,T05
41606,134.86,30.82,1.0,1,2024-12-09,10001,RIS,8,3,T05
41607,42.95,4.71,1.0,1,2024-12-09,10001,RIS,8,4,T05
41608,324.53,40.82,1.0,1,2023-10-04,10001,RIS,8,1,T05
41609,1834.87,94.4,1.0,1,2023-10-04,10001,RIS,8,2,T05
41610,176.6,14.04,1.0,1,2023-10-04,10001,RIS,8,3,T05
41611,0.0,0.0,0.0,0,2023-10-04,10001,RIS,8,4,T05
41612,370.69,49.31,1.0,1,2023-10-06,10001,RIS,8,1,T05
41613,1750.6,127.58,1.0,1,2023-10-06,10001,RIS,8,2,T05
41614,118.59,17.77,1.0,1,2023-10-06,10001,RIS,8,3,T05
41615,35.34,3.59,1.0,1,2023-10-06,10001,RIS,8,4,T05
41616,294.52,51.1,1.0,1,2023-10-11,10001,RIS,8,1,T05
41617,2358.34,129.06,1.0,1,2023-10-11,10001,RIS,8,2,T05
41618,104.7,21.91,1.0,1,2023-10-11,10001,RIS,8,3,T05
41619,2.7,0.96,1.0,1,2023-10-11,10001,RIS,8,4,T05
41620,550.18,52.63,1.0,1,2023-10-13,10001,RIS,8,1,T05
41621,2065.35,94.12,1.0,1,2023-10-13,10001,RIS,8,2,T05
41622,348.52,30.72,1.0,1,2023-10-13,10001,RIS,8,3,T05
41623,20.9,2.29,1.0,1,2023-10-13,10001,RIS,8,4,T05
41624,298.36,52.87,1.0,1,2023-10-20,10001,RIS,8,1,T05
41625,1670.33,91.38,1.0,1,2023-10-20,10001,RIS,8,2,T05
41626,181.78,29.52,1.0,1,2023-10-20,10001,RIS,8,3,T05
41627,0.0,0.0,0.0,0,2023-10-20,10001,RIS,8,4,T05
41628,1012.57,121.67,1.0,1,2023-10-22,10001,RIS,8,1,T05
41629,4593.36,285.63,1.0,1,2023-10-22,10001,RIS,8,2,T05
41630,732.28,83.97,1.0,1,2023-10-22,10001,RIS,8,3,T05
41631,66.66,5.14,1.0,1,2023-10-22,10001,RIS,8,4,T05
41632,265.62,47.28,1.0,1,2023-10-27,10001,RIS,8,1,T05
41633,2528.45,120.2,1.0,1,2023-10-27,10001,RIS,8,2,T05
41634,292.62,30.13,1.0,1,2023-10-27,10001,RIS,8,3,T05
41635,8.47,1.12,1.0,1,2023-10-27,10001,RIS,8,4,T05
41636,668.06,106.15,1.0,1,2023-10-29,10001,RIS,8,1,T05
41637,6115.05,191.55,1.0,1,2023-10-29,10001,RIS,8,2,T05
41638,358.51,72.32,1.0,1,2023-10-29,10001,RIS,8,3,T05
41639,0.0,0.0,0.0,0,2023-10-29,10001,RIS,8,4,T05
