Id,Netto,Qta,Dim,Lav,Date,Cap,TipoAttivita,idMatrice,idCat,TipoCalc
2219,1025.16,183.88,6.0,1,2023-08-05,10010,BAR,1,4,T04
2220,272.82,57.91,4.0,1,2023-08-05,10010,BAR,1,5,T04
2221,393.98,187.62,5.0,1,2023-08-07,10010,BAR,1,1,T04
2222,683.07,77.59,5.0,1,2023-08-07,10010,BAR,1,2,T04
2223,303.37,59.99,3.0,1,2023-08-07,10010,BAR,1,3,T04
2224,1180.32,181.59,6.0,1,2023-08-07,10010,BAR,1,4,T04
2225,0.0,0.0,0.0,0,2023-08-07,10010,BAR,1,5,T04
2226,318.65,132.97,5.0,1,2023-08-14,10010,BAR,1,1,T04
2227,716.91,102.42,5.0,1,2023-08-14,10010,BAR,1,2,T04
2228,63.82,26.29,3.0,1,2023-08-14,10010,BAR,1,3,T04
2229,777.21,147.08,6.0,1,2023-08-14,10010,BAR,1,4,T04
2230,69.84,17.16,4.0,1,2023-08-14,10010,BAR,1,5,T04
2231,453.51,255.57,5.0,1,2023-08-16,10010,BAR,1,1,T04
2232,562.6,137.33,5.0,1,2023-08-16,10010,BAR,1,2,T04
2233,139.66,46.67,3.0,1,2023-08-16,10010,BAR,1,3,T04
2234,963.03,127.74,6.0,1,2023-08-16,10010,BAR,1,4,T04
2235,461.49,30.84,4.0,1,2023-08-16,10010,BAR,1,5,T04
2236,484.49,209.47,5.0,1,2023-08-23,10010,BAR,1,1,T04
2237,791.2,125.98,5.0,1,2023-08-23,10010,BAR,1,2,T04
2238,104.82,34.83,3.0,1,2023-08-23,10010,BAR,1,3,T04
2239,653.02,112.85,6.0,1,2023-08-23,10010,BAR,1,4,T04
2240,8.93,1.96,4.0,1,2023-08-23,10010,BAR,1,5,T04
2241,276.21,154.51,5.0,1,2023-08-25,10010,BAR,1,1,T04
2242,539.03,78.46,5.0,1,2023-08-25,10010,BAR,1,2,T04
2243,71.19,18.78,3.0,1,2023-08-25,10010,BAR,1,3,T04
2244,690.56,139.26,6.0,1,2023-08-25,10010,BAR,1,4,T04
2245,15.21,5.64,4.0,1,2023-08-25,10010,BAR,1,5,T04
2246,324.94,193.44,5.0,1,2023-08-30,10010,BAR,1,1,T04
2247,690.54,112.44,5.0,1,2023-08-30,10010,BAR,1,2,T04
2248,279.13,58.48,3.0,1,2023-08-30,10010,BAR,1,3,T04
2249,551.81,88.92,6.0,1,2023-08-30,10010,BAR,1,4,T04
2250,0.0,0.0,0.0,0,2023-08-30,10010,BAR,1,5,T04
2251,287.44,162.69,5.0,1,2023-09-01,10010,BAR,1,1,T04
2252,929.1,118.8,5.0,1,2023-09-01,10010,BAR,1,2,T04
2253,96.43,43.35,3.0,1,2023-09-01,10010,BAR,1,3,T04
2254,1451.9,264.09,6.0,1,2023-09-01,10010,BAR,1,4,T04
2255,313.86,59.45,4.0,1,2023-09-01,10010,BAR,1,5,T04
2256,250.39,104.51,5.0,1,2023-09-08,10010,BAR,1,1,T04
2257,651.25,80.16,5.0,1,2023-09-08,10010,BAR,1,2,T04
2258,47.71,21.3,3.0,1,2023-09-08,10010,BAR,1,3,T04
2259,827.73,117.78,6.0,1,2023-09-08,10010,BAR,1,4,T04
2260,108.04,31.64,4.0,1,2023-09-08,10010,BAR,1,5,T04
2261,0.0,0.0,0.0,0,2023-09-10,10010,BAR,1,1,T04
2262,0.0,0.0,0.0,0,2023-09-10,10010,BAR,1,2,T04
2263,78.46,32.39,3.0,1,2023-09-10,10010,BAR,1,3,T04
2264,1288.11,194.64,6.0,1,2023-09-10,10010,BAR,1,4,T04
2265,0.0,0.0,0.0,0,2023-09-10,10010,BAR,1,5,T04
2266,0.0,0.0,0.0,0,2023-09-17,10010,BAR,1,1,T04
2267,0.0,0.0,0.0,0,2023-09-17,10010,BAR,1,2,T04
2268,81.23,29.53,3.0,1,2023-09-17,10010,BAR,1,3,T04
2269,1278.74,174.55,6.0,1,2023-09-17,10010,BAR,1,4,T04
2270,0.0,0.0,0.0,0,2023-09-17,10010,BAR,1,5,T04
2271,263.0,101.78,5.0,1,2023-09-19,10010,BAR,1,1,T04
2272,954.53,123.31,5.0,1,2023-09-19,10010,BAR,1,2,T04
2273,102.92,30.51,3.0,1,2023-09-19,10010,BAR,1,3,T04
2274,574.87,95.26,6.0,1,2023-09-19,10010,BAR,1,4,T04
2275,0.0,0.0,0.0,0,2023-09-19,10010,BAR,1,5,T04
2276,419.83,211.85,5.0,1,2023-09-24,10010,BAR,1,1,T04
2277,386.59,177.25,5.0,1,2023-09-24,10010,BAR,1,2,T04
2278,260.05,106.99,3.0,1,2023-09-24,10010,BAR,1,3,T04
2279,2120.36,313.37,6.0,1,2023-09-24,10010,BAR,1,4,T04
2280,0.0,0.0,0.0,0,2023-09-24,10010,BAR,1,5,T04
2281,475.37,235.68,5.0,1,2023-09-26,10010,BAR,1,1,T04
2282,609.71,119.73,5.0,1,2023-09-26,10010,BAR,1,2,T04
2283,153.22,45.37,3.0,1,2023-09-26,10010,BAR,1,3,T04
2284,784.0,102.33,6.0,1,2023-09-26,10010,BAR,1,4,T04
2285,0.0,0.0,0.0,0,2023-09-26,10010,BAR,1,5,T04
2286,0.0,0.0,0.0,0,2023-10-03,10010,BAR,1,1,T04
2287,0.0,0.0,0.0,0,2023-10-03,10010,BAR,1,2,T04
2288,0.0,0.0,0.0,0,2023-10-03,10010,BAR,1,3,T04
2289,0.0,0.0,0.0,0,2023-10-03,10010,BAR,1,4,T04
2290,0.0,0.0,0.0,0,2023-10-03,10010,BAR,1,5,T04
2291,0.0,0.0,0.0,0,2023-10-05,10010,BAR,1,1,T04
2292,0.0,0.0,0.0,0,2023-10-05,10010,BAR,1,2,T04
2293,0.0,0.0,0.0,0,2023-10-05,10010,BAR,1,3,T04
2294,0.0,0.0,0.0,0,2023-10-05,10010,BAR,1,4,T04
2295,0.0,0.0,0.0,0,2023-10-05,10010,BAR,1,5,T04
2296,319.4,131.7,5.0,1,2023-10-12,10010,BAR,1,1,T04
2297,566.27,80.69,5.0,1,2023-10-12,10010,BAR,1,2,T04
2298,48.93,17.42,3.0,1,2023-10-12,10010,BAR,1,3,T04
2299,320.38,70.62,6.0,1,2023-10-12,10010,BAR,1,4,T04
2300,0.0,0.0,0.0,0,2023-10-12,10010,BAR,1,5,T04
2301,591.47,270.69,5.0,1,2023-10-14,10010,BAR,1,1,T04
2302,353.65,58.89,5.0,1,2023-10-14,10010,BAR,1,2,T04
2303,131.94,39.15,3.0,1,2023-10-14,10010,BAR,1,3,T04
2304,1789.49,267.74,6.0,1,2023-10-14,10010,BAR,1,4,T04
2305,240.8,33.14,4.0,1,2023-10-14,10010,BAR,1,5,T04
2306,201.72,128.13,5.0,1,2023-10-19,10010,BAR,1,1,T04
2307,643.57,79.98,5.0,1,2023-10-19,10010,BAR,1,2,T04
2308,82.39,27.98,3.0,1,2023-10-19,10010,BAR,1,3,T04
2309,508.92,90.93,6.0,1,2023-10-19,10010,BAR,1,4,T04
2310,0.0,0.0,0.0,0,2023-10-19,10010,BAR,1,5,T04
2311,134.75,74.3,4.0,1,2023-02-05,10010,BAR,1,1,T04
2312,488.69,80.39,5.0,1,2023-02-05,10010,BAR,1,2,T04
2313,214.22,52.16,5.0,1,2023-02-05,10010,BAR,1,3,T04
2314,1196.11,217.4,6.0,1,2023-02-05,10010,BAR,1,4,T04
2315,0.0,0.0,0.0,0,2023-02-05,10010,BAR,1,5,T04
2316,155.88,79.95,5.0,1,2023-02-10,10010,BAR,1,1,T04
2317,178.11,42.53,5.0,1,2023-02-10,10010,BAR,1,2,T04
2318,35.05,13.73,4.0,1,2023-02-10,10010,BAR,1,3,T04
2319,540.77,90.04,6.0,1,2023-02-10,10010,BAR,1,4,T04
2320,0.0,0.0,0.0,0,2023-02-10,10010,BAR,1,5,T04
2321,372.52,107.24,5.0,1,2023-02-12,10010,BAR,1,1,T04
2322,403.97,94.25,5.0,1,2023-02-12,10010,BAR,1,2,T04
2323,187.61,60.78,4.0,1,2023-02-12,10010,BAR,1,3,T04
2324,689.73,124.49,7.0,1,2023-02-12,10010,BAR,1,4,T04
2325,0.0,0.0,0.0,0,2023-02-12,10010,BAR,1,5,T04
2326,208.0,114.75,5.0,1,2023-02-14,10010,BAR,1,1,T04
2327,760.85,117.82,5.0,1,2023-02-14,10010,BAR,1,2,T04
2328,31.05,9.18,4.0,1,2023-02-14,10010,BAR,1,3,T04
2329,616.0,91.69,5.0,1,2023-02-14,10010,BAR,1,4,T04
2330,0.0,0.0,0.0,0,2023-02-14,10010,BAR,1,5,T04
2331,259.95,115.97,5.0,1,2023-02-19,10010,BAR,1,1,T04
2332,1119.57,159.35,5.0,1,2023-02-19,10010,BAR,1,2,T04
2333,227.16,67.26,3.0,1,2023-02-19,10010,BAR,1,3,T04
2334,1158.68,172.04,6.0,1,2023-02-19,10010,BAR,1,4,T04
2335,0.0,0.0,0.0,0,2023-02-19,10010,BAR,1,5,T04
2336,289.32,147.41,4.0,1,2023-02-21,10010,BAR,1,1,T04
2337,588.85,99.1,5.0,1,2023-02-21,10010,BAR,1,2,T04
2338,124.61,53.29,5.0,1,2023-02-21,10010,BAR,1,3,T04
2339,1077.95,167.04,6.0,1,2023-02-21,10010,BAR,1,4,T04
2340,0.0,0.0,0.0,0,2023-02-21,10010,BAR,1,5,T04
2341,183.23,117.37,4.0,1,2023-02-28,10010,BAR,1,1,T04
2342,247.43,41.29,5.0,1,2023-02-28,10010,BAR,1,2,T04
2343,60.02,22.2,3.0,1,2023-02-28,10010,BAR,1,3,T04
2344,242.87,35.0,3.0,1,2023-02-28,10010,BAR,1,4,T04
2345,0.0,0.0,0.0,0,2023-02-28,10010,BAR,1,5,T04
2346,176.43,69.69,5.0,1,2023-03-02,10010,BAR,1,1,T04
2347,338.31,50.82,5.0,1,2023-03-02,10010,BAR,1,2,T04
2348,30.01,12.41,3.0,1,2023-03-02,10010,BAR,1,3,T04
2349,203.27,35.61,4.0,1,2023-03-02,10010,BAR,1,4,T04
2350,0.0,0.0,0.0,0,2023-03-02,10010,BAR,1,5,T04
2351,322.64,131.36,4.0,1,2023-03-07,10010,BAR,1,1,T04
2352,718.96,76.49,5.0,1,2023-03-07,10010,BAR,1,2,T04
2353,61.96,23.03,3.0,1,2023-03-07,10010,BAR,1,3,T04
2354,577.68,87.66,3.0,1,2023-03-07,10010,BAR,1,4,T04
2355,0.0,0.0,0.0,0,2023-03-07,10010,BAR,1,5,T04
2356,244.25,106.81,5.0,1,2023-03-09,10010,BAR,1,1,T04
2357,422.3,71.82,5.0,1,2023-03-09,10010,BAR,1,2,T04
2358,100.79,25.19,3.0,1,2023-03-09,10010,BAR,1,3,T04
2359,504.84,94.47,4.0,1,2023-03-09,10010,BAR,1,4,T04
2360,0.0,0.0,0.0,0,2023-03-09,10010,BAR,1,5,T04
2361,636.18,294.6,6.0,1,2023-03-11,10010,BAR,1,1,T04
2362,626.02,142.57,6.0,1,2023-03-11,10010,BAR,1,2,T04
2363,75.52,36.65,4.0,1,2023-03-11,10010,BAR,1,3,T04
2364,1820.2,231.26,7.0,1,2023-03-11,10010,BAR,1,4,T04
2365,568.78,143.29,4.0,1,2023-03-11,10010,BAR,1,5,T04
2366,141.64,80.13,5.0,1,2023-03-16,10010,BAR,1,1,T04
2367,453.66,98.1,5.0,1,2023-03-16,10010,BAR,1,2,T04
2368,109.77,19.23,3.0,1,2023-03-16,10010,BAR,1,3,T04
2369,599.42,77.94,4.0,1,2023-03-16,10010,BAR,1,4,T04
2370,0.0,0.0,0.0,0,2023-03-16,10010,BAR,1,5,T04
2371,425.06,199.9,6.0,1,2023-03-18,10010,BAR,1,1,T04
2372,840.45,152.09,6.0,1,2023-03-18,10010,BAR,1,2,T04
2373,58.51,33.46,4.0,1,2023-03-18,10010,BAR,1,3,T04
2374,2029.98,267.96,7.0,1,2023-03-18,10010,BAR,1,4,T04
2375,1142.19,165.24,5.0,1,2023-03-18,10010,BAR,1,5,T04
2376,462.0,220.28,6.0,1,2023-03-25,10010,BAR,1,1,T04
2377,633.29,105.8,6.0,1,2023-03-25,10010,BAR,1,2,T04
2378,147.76,36.16,4.0,1,2023-03-25,10010,BAR,1,3,T04
2379,1872.36,306.72,7.0,1,2023-03-25,10010,BAR,1,4,T04
2380,604.9,140.43,5.0,1,2023-03-25,10010,BAR,1,5,T04
2381,0.0,0.0,0.0,0,2023-03-27,10010,BAR,1,1,T04
2382,0.0,0.0,0.0,0,2023-03-27,10010,BAR,1,2,T04
2383,0.0,0.0,0.0,0,2023-03-27,10010,BAR,1,3,T04
2384,0.0,0.0,0.0,0,2023-03-27,10010,BAR,1,4,T04
2385,0.0,0.0,0.0,0,2023-03-27,10010,BAR,1,5,T04
2386,67.69,33.7,5.0,1,2023-04-03,10010,BAR,1,1,T04
2387,285.92,140.56,5.0,1,2023-04-03,10010,BAR,1,2,T04
2388,51.92,16.23,3.0,1,2023-04-03,10010,BAR,1,3,T04
2389,519.7,64.74,4.0,1,2023-04-03,10010,BAR,1,4,T04
2390,0.0,0.0,0.0,0,2023-04-03,10010,BAR,1,5,T04
2391,197.97,99.48,5.0,1,2023-04-05,10010,BAR,1,1,T04
2392,256.83,61.91,5.0,1,2023-04-05,10010,BAR,1,2,T04
2393,67.24,21.44,3.0,1,2023-04-05,10010,BAR,1,3,T04
2394,380.05,53.05,4.0,1,2023-04-05,10010,BAR,1,4,T04
2395,0.0,0.0,0.0,0,2023-04-05,10010,BAR,1,5,T04
2396,142.73,57.53,5.0,1,2023-04-10,10010,BAR,1,1,T04
2397,657.23,136.21,5.0,1,2023-04-10,10010,BAR,1,2,T04
2398,205.2,77.17,4.0,1,2023-04-10,10010,BAR,1,3,T04
2399,1574.78,285.79,6.0,1,2023-04-10,10010,BAR,1,4,T04
2400,0.0,0.0,0.0,0,2023-04-10,10010,BAR,1,5,T04
2401,280.33,112.09,5.0,1,2023-04-12,10010,BAR,1,1,T04
2402,233.19,40.72,5.0,1,2023-04-12,10010,BAR,1,2,T04
2403,38.03,22.92,3.0,1,2023-04-12,10010,BAR,1,3,T04
2404,629.07,78.94,4.0,1,2023-04-12,10010,BAR,1,4,T04
2405,0.0,0.0,0.0,0,2023-04-12,10010,BAR,1,5,T04
2406,320.64,136.57,5.0,1,2023-04-19,10010,BAR,1,1,T04
2407,329.7,49.03,5.0,1,2023-04-19,10010,BAR,1,2,T04
2408,55.85,18.36,3.0,1,2023-04-19,10010,BAR,1,3,T04
2409,1336.55,148.05,6.0,1,2023-04-19,10010,BAR,1,4,T04
2410,0.0,0.0,0.0,0,2023-04-19,10010,BAR,1,5,T04
2411,257.86,128.86,5.0,1,2023-04-21,10010,BAR,1,1,T04
2412,479.88,75.17,5.0,1,2023-04-21,10010,BAR,1,2,T04
2413,140.27,23.97,4.0,1,2023-04-21,10010,BAR,1,3,T04
2414,885.43,116.08,7.0,1,2023-04-21,10010,BAR,1,4,T04
2415,305.54,58.47,4.0,1,2023-04-21,10010,BAR,1,5,T04
2416,171.1,90.95,5.0,1,2023-04-28,10010,BAR,1,1,T04
2417,426.54,77.97,5.0,1,2023-04-28,10010,BAR,1,2,T04
2418,50.29,27.41,3.0,1,2023-04-28,10010,BAR,1,3,T04
2419,859.89,138.21,7.0,1,2023-04-28,10010,BAR,1,4,T04
2420,305.47,52.72,4.0,1,2023-04-28,10010,BAR,1,5,T04
2421,190.39,98.91,5.0,1,2023-04-30,10010,BAR,1,1,T04
2422,719.67,73.85,6.0,1,2023-04-30,10010,BAR,1,2,T04
2423,456.77,104.29,4.0,1,2023-04-30,10010,BAR,1,3,T04
2424,1284.47,225.9,8.0,1,2023-04-30,10010,BAR,1,4,T04
2425,876.62,130.68,4.0,1,2023-04-30,10010,BAR,1,5,T04
2426,219.13,118.23,5.0,1,2023-05-05,10010,BAR,1,1,T04
2427,525.87,74.55,5.0,1,2023-05-05,10010,BAR,1,2,T04
2428,84.17,28.41,3.0,1,2023-05-05,10010,BAR,1,3,T04
2429,937.13,171.01,6.0,1,2023-05-05,10010,BAR,1,4,T04
2430,537.74,78.67,4.0,1,2023-05-05,10010,BAR,1,5,T04
2431,274.39,111.13,5.0,1,2023-05-07,10010,BAR,1,1,T04
2432,425.83,71.68,5.0,1,2023-05-07,10010,BAR,1,2,T04
2433,179.19,36.83,3.0,1,2023-05-07,10010,BAR,1,3,T04
2434,857.51,144.45,6.0,1,2023-05-07,10010,BAR,1,4,T04
2435,0.0,0.0,0.0,0,2023-05-07,10010,BAR,1,5,T04
2436,210.71,65.11,5.0,1,2023-05-14,10010,BAR,1,1,T04
2437,573.68,202.62,5.0,1,2023-05-14,10010,BAR,1,2,T04
2438,382.8,118.21,3.0,1,2023-05-14,10010,BAR,1,3,T04
2439,994.53,193.83,6.0,1,2023-05-14,10010,BAR,1,4,T04
2440,155.35,29.78,4.0,1,2023-05-14,10010,BAR,1,5,T04
2441,152.93,61.77,5.0,1,2023-05-16,10010,BAR,1,1,T04
2442,383.47,95.18,5.0,1,2023-05-16,10010,BAR,1,2,T04
2443,64.77,32.22,3.0,1,2023-05-16,10010,BAR,1,3,T04
2444,258.55,39.81,4.0,1,2023-05-16,10010,BAR,1,4,T04
2445,0.0,0.0,0.0,0,2023-05-16,10010,BAR,1,5,T04
2446,295.04,99.88,5.0,1,2023-05-23,10010,BAR,1,1,T04
2447,615.13,102.38,5.0,1,2023-05-23,10010,BAR,1,2,T04
2448,61.24,32.41,3.0,1,2023-05-23,10010,BAR,1,3,T04
2449,252.62,44.64,6.0,1,2023-05-23,10010,BAR,1,4,T04
2450,178.61,17.34,4.0,1,2023-05-23,10010,BAR,1,5,T04
2451,269.65,111.93,5.0,1,2023-05-25,10010,BAR,1,1,T04
2452,755.51,115.32,5.0,1,2023-05-25,10010,BAR,1,2,T04
2453,92.71,29.81,3.0,1,2023-05-25,10010,BAR,1,3,T04
2454,602.01,88.01,6.0,1,2023-05-25,10010,BAR,1,4,T04
2455,109.41,12.3,4.0,1,2023-05-25,10010,BAR,1,5,T04
2456,242.77,135.91,5.0,1,2023-05-30,10010,BAR,1,1,T04
2457,896.66,109.31,5.0,1,2023-05-30,10010,BAR,1,2,T04
2458,185.46,29.25,3.0,1,2023-05-30,10010,BAR,1,3,T04
2459,910.83,156.26,6.0,1,2023-05-30,10010,BAR,1,4,T04
2460,0.0,0.0,0.0,0,2023-05-30,10010,BAR,1,5,T04
2461,276.1,109.23,5.0,1,2023-06-01,10010,BAR,1,1,T04
2462,567.33,100.32,5.0,1,2023-06-01,10010,BAR,1,2,T04
2463,61.26,18.31,3.0,1,2023-06-01,10010,BAR,1,3,T04
2464,515.81,81.66,6.0,1,2023-06-01,10010,BAR,1,4,T04
2465,0.0,0.0,0.0,0,2023-06-01,10010,BAR,1,5,T04
2466,250.47,119.85,5.0,1,2023-06-08,10010,BAR,1,1,T04
2467,713.77,108.84,5.0,1,2023-06-08,10010,BAR,1,2,T04
2468,86.72,35.18,3.0,1,2023-06-08,10010,BAR,1,3,T04
2469,378.72,69.08,6.0,1,2023-06-08,10010,BAR,1,4,T04
2470,0.0,0.0,0.0,0,2023-06-08,10010,BAR,1,5,T04
2471,386.82,182.75,5.0,1,2023-06-10,10010,BAR,1,1,T04
2472,969.21,139.34,5.0,1,2023-06-10,10010,BAR,1,2,T04
2473,83.67,21.91,3.0,1,2023-06-10,10010,BAR,1,3,T04
2474,1322.11,224.32,6.0,1,2023-06-10,10010,BAR,1,4,T04
2475,514.08,69.07,4.0,1,2023-06-10,10010,BAR,1,5,T04
2476,362.18,141.42,5.0,1,2023-06-15,10010,BAR,1,1,T04
2477,967.04,151.89,5.0,1,2023-06-15,10010,BAR,1,2,T04
2478,216.15,40.04,3.0,1,2023-06-15,10010,BAR,1,3,T04
2479,344.61,53.71,6.0,1,2023-06-15,10010,BAR,1,4,T04
2480,0.0,0.0,0.0,0,2023-06-15,10010,BAR,1,5,T04
2481,382.31,142.13,5.0,1,2023-06-28,10010,BAR,1,1,T04
2482,716.06,97.64,5.0,1,2023-06-28,10010,BAR,1,2,T04
2483,89.75,33.08,3.0,1,2023-06-28,10010,BAR,1,3,T04
2484,1027.43,145.23,6.0,1,2023-06-28,10010,BAR,1,4,T04
2485,0.0,0.0,0.0,0,2023-06-28,10010,BAR,1,5,T04
2486,279.66,122.9,5.0,1,2023-06-29,10010,BAR,1,1,T04
2487,615.68,106.88,5.0,1,2023-06-29,10010,BAR,1,2,T04
2488,37.84,12.46,3.0,1,2023-06-29,10010,BAR,1,3,T04
2489,474.26,90.91,6.0,1,2023-06-29,10010,BAR,1,4,T04
2490,0.0,0.0,0.0,0,2023-06-29,10010,BAR,1,5,T04
2491,301.33,108.02,5.0,1,2023-06-30,10010,BAR,1,1,T04
2492,906.35,126.11,5.0,1,2023-06-30,10010,BAR,1,2,T04
2493,81.59,32.75,3.0,1,2023-06-30,10010,BAR,1,3,T04
2494,829.77,104.41,6.0,1,2023-06-30,10010,BAR,1,4,T04
2495,0.0,0.0,0.0,0,2023-06-30,10010,BAR,1,5,T04
2496,516.45,263.92,5.0,1,2023-07-01,10010,BAR,1,1,T04
2497,1042.78,168.43,5.0,1,2023-07-01,10010,BAR,1,2,T04
2498,207.77,66.24,3.0,1,2023-07-01,10010,BAR,1,3,T04
2499,1748.62,228.88,6.0,1,2023-07-01,10010,BAR,1,4,T04
2500,119.07,23.91,4.0,1,2023-07-01,10010,BAR,1,5,T04
2501,375.73,153.39,5.0,1,2023-07-15,10010,BAR,1,1,T04
2502,451.29,95.54,5.0,1,2023-07-15,10010,BAR,1,2,T04
2503,41.41,15.14,3.0,1,2023-07-15,10010,BAR,1,3,T04
2504,638.67,100.81,6.0,1,2023-07-15,10010,BAR,1,4,T04
2505,79.06,19.34,4.0,1,2023-07-15,10010,BAR,1,5,T04
2506,0.0,0.0,0.0,0,2023-07-16,10010,BAR,1,1,T04
2507,0.0,0.0,0.0,0,2023-07-16,10010,BAR,1,2,T04
2508,0.0,0.0,0.0,0,2023-07-16,10010,BAR,1,3,T04
2509,0.0,0.0,0.0,0,2023-07-16,10010,BAR,1,4,T04
2510,0.0,0.0,0.0,0,2023-07-16,10010,BAR,1,5,T04
2511,234.3,111.02,5.0,1,2023-07-17,10010,BAR,1,1,T04
2512,398.99,76.73,5.0,1,2023-07-17,10010,BAR,1,2,T04
2513,107.51,22.31,3.0,1,2023-07-17,10010,BAR,1,3,T04
2514,420.68,83.61,6.0,1,2023-07-17,10010,BAR,1,4,T04
2515,0.0,0.0,0.0,0,2023-07-17,10010,BAR,1,5,T04
2516,239.01,95.29,5.0,1,2023-07-18,10010,BAR,1,1,T04
2517,709.92,123.45,5.0,1,2023-07-18,10010,BAR,1,2,T04
2518,117.43,21.34,3.0,1,2023-07-18,10010,BAR,1,3,T04
2519,535.91,111.12,6.0,1,2023-07-18,10010,BAR,1,4,T04
2520,0.0,0.0,0.0,0,2023-07-18,10010,BAR,1,5,T04
2521,297.11,124.96,5.0,1,2023-08-01,10010,BAR,1,1,T04
2522,812.07,99.37,5.0,1,2023-08-01,10010,BAR,1,2,T04
2523,109.2,44.62,3.0,1,2023-08-01,10010,BAR,1,3,T04
2524,625.7,110.55,6.0,1,2023-08-01,10010,BAR,1,4,T04
2525,0.0,0.0,0.0,0,2023-08-01,10010,BAR,1,5,T04
2526,411.42,164.22,5.0,1,2023-08-02,10010,BAR,1,1,T04
2527,653.38,88.48,5.0,1,2023-08-02,10010,BAR,1,2,T04
2528,74.89,22.02,3.0,1,2023-08-02,10010,BAR,1,3,T04
2529,704.48,121.49,6.0,1,2023-08-02,10010,BAR,1,4,T04
2530,0.0,0.0,0.0,0,2023-08-02,10010,BAR,1,5,T04
2531,322.97,147.39,5.0,1,2023-08-03,10010,BAR,1,1,T04
2532,625.53,86.78,5.0,1,2023-08-03,10010,BAR,1,2,T04
2533,85.14,27.2,3.0,1,2023-08-03,10010,BAR,1,3,T04
2534,874.72,131.12,6.0,1,2023-08-03,10010,BAR,1,4,T04
2535,172.64,15.58,4.0,1,2023-08-03,10010,BAR,1,5,T04
2536,211.77,117.13,5.0,1,2023-08-04,10010,BAR,1,1,T04
2537,656.19,123.22,5.0,1,2023-08-04,10010,BAR,1,2,T04
2538,191.09,25.5,3.0,1,2023-08-04,10010,BAR,1,3,T04
2539,723.41,84.65,7.0,1,2023-08-04,10010,BAR,1,4,T04
2540,93.67,18.2,4.0,1,2023-08-04,10010,BAR,1,5,T04
2541,371.22,135.05,5.0,1,2023-08-17,10010,BAR,1,1,T04
2542,918.09,129.11,5.0,1,2023-08-17,10010,BAR,1,2,T04
2543,103.83,22.69,3.0,1,2023-08-17,10010,BAR,1,3,T04
2544,637.19,122.12,6.0,1,2023-08-17,10010,BAR,1,4,T04
2545,45.18,6.16,4.0,1,2023-08-17,10010,BAR,1,5,T04
2546,291.75,127.84,5.0,1,2023-08-18,10010,BAR,1,1,T04
2547,479.73,99.94,5.0,1,2023-08-18,10010,BAR,1,2,T04
2548,92.29,25.5,3.0,1,2023-08-18,10010,BAR,1,3,T04
2549,1009.34,187.45,6.0,1,2023-08-18,10010,BAR,1,4,T04
2550,44.97,8.68,4.0,1,2023-08-18,10010,BAR,1,5,T04
2551,651.03,230.3,5.0,1,2023-08-19,10010,BAR,1,1,T04
2552,651.77,92.24,5.0,1,2023-08-19,10010,BAR,1,2,T04
2553,219.93,36.74,3.0,1,2023-08-19,10010,BAR,1,3,T04
2554,1254.29,171.09,6.0,1,2023-08-19,10010,BAR,1,4,T04
2555,156.98,30.59,4.0,1,2023-08-19,10010,BAR,1,5,T04
2556,0.0,0.0,0.0,0,2023-08-20,10010,BAR,1,1,T04
2557,0.0,0.0,0.0,0,2023-08-20,10010,BAR,1,2,T04
2558,0.0,0.0,0.0,0,2023-08-20,10010,BAR,1,3,T04
2559,0.0,0.0,0.0,0,2023-08-20,10010,BAR,1,4,T04
2560,0.0,0.0,0.0,0,2023-08-20,10010,BAR,1,5,T04
2561,441.68,154.4,5.0,1,2023-08-21,10010,BAR,1,1,T04
2562,462.88,107.73,5.0,1,2023-08-21,10010,BAR,1,2,T04
2563,148.43,59.11,3.0,1,2023-08-21,10010,BAR,1,3,T04
2564,684.11,98.14,6.0,1,2023-08-21,10010,BAR,1,4,T04
2565,0.0,0.0,0.0,0,2023-08-21,10010,BAR,1,5,T04
2566,322.98,118.43,5.0,1,2023-09-03,10010,BAR,1,1,T04
2567,713.23,158.47,5.0,1,2023-09-03,10010,BAR,1,2,T04
2568,157.87,51.77,3.0,1,2023-09-03,10010,BAR,1,3,T04
2569,864.6,163.2,6.0,1,2023-09-03,10010,BAR,1,4,T04
2570,0.0,0.0,0.0,0,2023-09-03,10010,BAR,1,5,T04
2571,349.57,160.7,5.0,1,2023-09-04,10010,BAR,1,1,T04
2572,617.21,100.16,5.0,1,2023-09-04,10010,BAR,1,2,T04
2573,69.56,24.17,3.0,1,2023-09-04,10010,BAR,1,3,T04
2574,737.24,110.87,6.0,1,2023-09-04,10010,BAR,1,4,T04
2575,0.0,0.0,0.0,0,2023-09-04,10010,BAR,1,5,T04
2576,345.74,143.02,5.0,1,2023-09-05,10010,BAR,1,1,T04
2577,750.36,108.61,5.0,1,2023-09-05,10010,BAR,1,2,T04
2578,58.77,21.96,3.0,1,2023-09-05,10010,BAR,1,3,T04
2579,780.48,123.35,6.0,1,2023-09-05,10010,BAR,1,4,T04
2580,0.0,0.0,0.0,0,2023-09-05,10010,BAR,1,5,T04
2581,481.49,183.88,5.0,1,2023-09-06,10010,BAR,1,1,T04
2582,609.39,101.28,5.0,1,2023-09-06,10010,BAR,1,2,T04
2583,80.27,24.04,3.0,1,2023-09-06,10010,BAR,1,3,T04
2584,752.4,94.69,6.0,1,2023-09-06,10010,BAR,1,4,T04
