chart_date,country,release_cohort_month,chart_tracks,streams,average_rank,average_days_since_release
2026-07-15,IT,1996-06-01,1,47495,187.0,11001.0
2026-07-15,IT,2016-10-01,1,51606,156.0,3554.0
2026-07-15,IT,2018-10-01,1,68772,83.0,2829.0
2026-07-15,IT,1983-06-01,1,59706,111.0,15734.0
2026-07-15,IT,2022-09-01,1,70052,80.0,1398.0
2026-07-15,IT,2017-05-01,1,82304,61.0,3358.0
2026-07-15,IT,1998-01-01,1,78565,66.0,10422.0
2026-07-15,IT,2022-05-01,1,87640,55.0,1531.0
2026-07-15,IT,2017-11-01,1,47633,184.0,3155.0
2026-07-15,IT,2022-06-01,1,67422,86.0,1503.0
2026-07-15,IT,2023-07-01,2,94128,191.0,1097.5
2026-07-15,IT,2018-01-01,2,105234,149.5,3099.0
2026-07-15,IT,2021-02-01,2,169001,95.5,1979.0
2026-07-15,IT,2024-12-01,2,122186,107.5,577.0
2026-07-15,IT,2024-08-01,2,98860,171.0,701.5
2026-07-15,IT,1982-11-01,2,138707,84.0,15933.0
2026-07-15,IT,2025-10-01,2,159006,79.0,267.5
2026-07-15,IT,2016-09-01,2,103272,155.5,3596.0
2026-07-15,IT,2024-10-01,2,133296,91.5,628.0
2026-07-15,IT,2020-06-01,2,96130,183.5,2221.5
2026-07-15,IT,2012-01-01,2,157863,97.0,5309.0
2026-07-15,IT,2025-02-01,2,188514,62.0,517.0
2026-07-15,IT,2025-05-01,3,166888,138.66666666666666,434.6666666666667
2026-07-15,IT,2023-11-01,3,157394,150.66666666666666,971.0
2026-07-15,IT,2025-08-01,3,231803,87.33333333333333,327.0
2026-07-15,IT,2019-03-01,3,198040,92.66666666666667,2667.3333333333335
2026-07-15,IT,2025-06-01,3,160702,143.66666666666666,399.6666666666667
2026-07-15,IT,2025-07-01,3,188672,101.66666666666667,362.0
2026-07-15,IT,1995-01-01,3,259318,95.66666666666666,11518.0
2026-07-15,IT,2025-03-01,4,342259,87.5,474.0
2026-07-15,IT,2024-11-01,4,238442,136.5,599.25
2026-07-15,IT,2025-09-01,4,272237,93.25,297.75
2026-07-15,IT,2024-06-01,5,286605,132.6,765.2
2026-07-15,IT,2025-01-01,6,544268,65.5,556.0
2026-07-15,IT,2025-04-01,7,492479,104.28571428571429,456.2857142857143
2026-07-15,IT,2026-03-01,8,761227,82.37500000000001,120.62500000000001
2026-07-15,IT,2026-07-01,11,806895,101.45454545454544,6.181818181818182
2026-07-15,IT,2026-05-01,13,1576237,52.153846153846146,60.23076923076924
2026-07-15,IT,2026-02-01,13,1097398,93.76923076923077,143.53846153846155
2026-07-15,IT,2026-01-01,14,1255823,85.99999999999999,178.99999999999997
2026-07-15,IT,2026-06-01,14,1337838,71.57142857142858,32.92857142857143
2026-07-15,IT,2026-04-01,15,1486993,69.46666666666667,93.4
2026-06-17,IT,2023-01-01,1,57373,134.0,1237.0
2026-06-17,IT,2018-11-01,1,58322,128.0,2756.0
2026-06-17,IT,1998-01-01,1,70230,88.0,10394.0
2026-06-17,IT,1984-12-01,1,78981,72.0,15173.0
2026-06-17,IT,2022-09-01,1,75115,79.0,1370.0
2026-06-17,IT,2022-06-01,1,74987,80.0,1475.0
2026-06-17,IT,2016-04-01,1,51961,165.0,3708.0
2026-06-17,IT,2017-03-01,1,50927,178.0,3379.0
2026-06-17,IT,2022-07-01,1,52213,163.0,1442.0
2026-06-17,IT,2018-10-01,1,85777,57.0,2801.0
2026-06-17,IT,2023-09-01,1,58099,129.0,992.0
2026-06-17,IT,2011-12-01,1,54059,150.0,5294.0
2026-06-17,IT,2024-08-01,1,54716,147.0,677.0
2026-06-17,IT,2020-09-01,1,61188,115.0,2091.0
2026-06-17,IT,1983-06-01,1,58731,127.0,15706.0
2026-06-17,IT,2019-06-01,1,50185,183.0,2546.0
2026-06-17,IT,2005-06-01,1,59016,126.0,7677.0
2026-06-17,IT,2017-05-01,1,84352,63.0,3330.0
2026-06-17,IT,2005-11-01,1,51512,171.0,7506.0
2026-06-17,IT,2021-05-01,1,49309,191.0,1846.0
2026-06-17,IT,2023-11-01,1,49779,185.0,943.0
2026-06-17,IT,2012-10-01,1,57194,137.0,4999.0
2026-06-17,IT,2016-10-01,1,57300,135.0,3526.0
2026-06-17,IT,2025-11-01,1,91688,52.0,222.0
2026-06-17,IT,2023-06-01,1,48245,197.0,1104.0
2026-06-17,IT,2016-09-01,1,48451,195.0,3568.0
2026-06-17,IT,2025-12-01,1,51251,176.0,195.0
2026-06-17,IT,1993-01-01,1,61165,117.0,12220.0
2026-06-17,IT,2017-11-01,1,68156,94.0,3127.0
2026-06-17,IT,2020-10-01,1,50621,180.0,2056.0
2026-06-17,IT,2016-01-01,1,62299,113.0,3799.0
2026-06-17,IT,2000-10-01,1,49438,190.0,9367.0
2026-06-17,IT,2023-05-01,1,49687,187.0,1125.0
2026-06-17,IT,2013-01-01,1,96457,48.0,4915.0
2026-06-17,IT,2011-04-01,1,84479,61.0,5528.0
2026-06-17,IT,2024-09-01,1,66605,100.0,642.0
2026-06-17,IT,2005-05-01,1,50639,179.0,7691.0
2026-06-17,IT,1995-01-01,1,56923,140.0,11490.0
2026-06-17,IT,2023-02-01,1,62166,114.0,1223.0
2026-06-17,IT,2014-08-01,1,60796,122.0,4334.0
2026-06-17,IT,2022-05-01,1,108984,38.0,1503.0
2026-06-17,IT,2014-01-01,1,57696,132.0,4550.0
2026-06-17,IT,2012-01-01,2,201577,51.5,5281.0
2026-06-17,IT,2025-08-01,2,170749,88.5,295.5
2026-06-17,IT,1982-11-01,2,200821,45.0,15905.0
2026-06-17,IT,2020-06-01,2,103079,171.0,2193.5
2026-06-17,IT,2025-02-01,2,185235,94.5,489.0
2026-06-17,IT,2021-02-01,2,183882,91.0,1951.0
2026-06-17,IT,2024-02-01,2,101346,177.5,859.0
2026-06-17,IT,2025-10-01,2,152074,75.5,239.5
2026-06-17,IT,2019-10-01,3,147383,191.0,2425.3333333333335
2026-06-17,IT,2024-12-01,3,168496,156.33333333333334,552.0
2026-06-17,IT,2025-03-01,3,329884,67.66666666666666,446.0
2026-06-17,IT,2024-10-01,3,207956,99.66666666666667,600.0
2026-06-17,IT,2019-03-01,3,207752,96.0,2639.3333333333335
2026-06-17,IT,2025-07-01,3,210541,94.33333333333333,334.0
2026-06-17,IT,2025-05-01,3,170174,144.33333333333334,392.3333333333333
2026-06-17,IT,2024-11-01,4,297157,102.5,571.25
2026-06-17,IT,2025-06-01,5,295743,142.2,370.6
2026-06-17,IT,2025-01-01,6,563253,67.0,528.0
2026-06-17,IT,2025-09-01,6,413279,112.83333333333334,269.1666666666667
2026-06-17,IT,2024-06-01,7,397734,149.71428571428572,731.1428571428572
2026-06-17,IT,2025-04-01,7,583331,74.28571428571429,428.2857142857143
2026-06-17,IT,2026-03-01,8,861118,83.375,92.62500000000001
2026-06-17,IT,2026-06-01,12,1263820,58.66666666666667,9.416666666666668
2026-06-17,IT,2026-01-01,14,1221010,97.71428571428572,150.00000000000003
2026-06-17,IT,2026-02-01,14,1315284,81.7857142857143,116.2142857142857
2026-06-17,IT,2026-05-01,17,1938572,72.52941176470588,30.058823529411768
2026-06-17,IT,2026-04-01,20,2067262,73.15,65.00000000000001
2026-07-16,IT,2011-12-01,1,47808,200.0,5323.0
2026-07-16,IT,2016-01-01,1,63178,107.0,3828.0
2026-07-16,IT,2022-06-01,1,71512,84.0,1504.0
2026-07-16,IT,2017-05-01,1,86472,60.0,3359.0
2026-07-16,IT,2024-04-01,1,47897,199.0,832.0
2026-07-16,IT,2020-09-01,1,51898,170.0,2120.0
2026-07-16,IT,2023-05-01,1,52689,165.0,1154.0
2026-07-16,IT,2013-06-01,1,51456,175.0,4790.0
2026-07-16,IT,2020-10-01,1,58826,126.0,2085.0
2026-07-16,IT,2018-10-01,1,69337,91.0,2830.0
2026-07-16,IT,2018-11-01,1,49302,187.0,2785.0
2026-07-16,IT,1999-01-01,1,62570,110.0,10058.0
2026-07-16,IT,2012-10-01,1,55401,143.0,5028.0
2026-07-16,IT,2023-06-01,1,53364,159.0,1133.0
2026-07-16,IT,2018-02-01,1,54348,150.0,3079.0
2026-07-16,IT,2024-05-01,1,62929,109.0,790.0
2026-07-16,IT,2017-10-01,1,60471,116.0,3205.0
2026-07-16,IT,2019-06-01,1,54117,155.0,2575.0
2026-07-16,IT,2013-01-01,1,82808,65.0,4944.0
2026-07-16,IT,2022-09-01,1,72341,83.0,1399.0
2026-07-16,IT,1993-01-01,1,59274,123.0,12249.0
2026-07-16,IT,2011-04-01,1,63335,106.0,5557.0
2026-07-16,IT,2025-11-01,1,119406,30.0,251.0
2026-07-16,IT,2020-06-01,1,52000,168.0,2226.0
2026-07-16,IT,1998-01-01,1,81172,67.0,10423.0
2026-07-16,IT,2022-05-01,1,103143,44.0,1532.0
2026-07-16,IT,2017-03-01,1,48483,195.0,3408.0
2026-07-16,IT,2014-08-01,1,62950,108.0,4363.0
2026-07-16,IT,2018-04-01,1,51556,173.0,3009.0
2026-07-16,IT,2016-10-01,1,57751,131.0,3555.0
2026-07-16,IT,2006-09-01,1,48666,194.0,7229.0
2026-07-16,IT,2024-09-01,1,59925,119.0,671.0
2026-07-16,IT,2024-02-01,1,59225,124.0,895.0
2026-07-16,IT,2016-04-01,1,52780,164.0,3737.0
2026-07-16,IT,2022-07-01,1,52636,166.0,1471.0
2026-07-16,IT,1983-06-01,1,60431,117.0,15735.0
2026-07-16,IT,2017-11-01,1,48921,189.0,3156.0
2026-07-16,IT,2024-08-01,1,50510,177.0,706.0
2026-07-16,IT,1980-01-01,1,48818,190.0,16998.0
2026-07-16,IT,2012-12-01,1,67926,93.0,4969.0
2026-07-16,IT,2005-05-01,1,55314,144.0,7720.0
2026-07-16,IT,2016-09-01,2,107961,159.0,3597.0
2026-07-16,IT,2012-01-01,2,167262,91.0,5310.0
2026-07-16,IT,2023-07-01,2,99960,184.0,1098.5
2026-07-16,IT,2018-01-01,2,109222,153.5,3100.0
2026-07-16,IT,2021-02-01,2,180183,92.0,1980.0
2026-07-16,IT,1982-11-01,2,139976,90.0,15934.0
2026-07-16,IT,2025-02-01,2,201172,61.5,518.0
2026-07-16,IT,2025-10-01,2,171001,75.5,268.5
2026-07-16,IT,2025-07-01,3,201632,99.66666666666667,363.0
2026-07-16,IT,2024-10-01,3,197061,112.66666666666667,629.0
2026-07-16,IT,2023-11-01,3,161992,156.66666666666666,972.0
2026-07-16,IT,2019-03-01,3,203771,94.0,2668.3333333333335
2026-07-16,IT,1995-01-01,3,253724,104.0,11519.0
2026-07-16,IT,2024-12-01,3,178002,134.33333333333334,581.0
2026-07-16,IT,2025-08-01,3,227411,95.0,328.0
2026-07-16,IT,2025-06-01,3,166508,146.33333333333334,400.6666666666667
2026-07-16,IT,2025-03-01,4,370009,82.25,475.0
2026-07-16,IT,2024-11-01,4,257220,130.0,600.25
2026-07-16,IT,2025-09-01,4,281020,97.5,298.75
2026-07-16,IT,2025-05-01,4,219831,159.25,433.25
2026-07-16,IT,2024-06-01,6,341866,143.5,763.3333333333334
2026-07-16,IT,2025-01-01,6,642453,47.333333333333336,557.0
2026-07-16,IT,2025-04-01,7,518304,100.42857142857143,457.2857142857143
2026-07-16,IT,2026-03-01,7,763041,67.71428571428572,121.0
2026-07-16,IT,2026-07-01,9,715842,88.11111111111111,7.222222222222222
2026-07-16,IT,2026-06-01,13,1332895,63.84615384615385,34.46153846153846
2026-07-16,IT,2026-02-01,13,1137131,93.07692307692307,144.53846153846158
2026-07-16,IT,2026-05-01,13,1656094,51.92307692307693,61.23076923076923
2026-07-16,IT,2026-01-01,14,1307589,87.0,180.00000000000003
2026-07-16,IT,2026-04-01,15,1567737,70.60000000000001,94.39999999999999
2026-06-15,IT,2022-07-01,1,48102,181.0,1440.0
2026-06-15,IT,2011-04-01,1,82061,61.0,5526.0
2026-06-15,IT,2020-09-01,1,64840,99.0,2089.0
2026-06-15,IT,1983-06-01,1,56099,132.0,15704.0
2026-06-15,IT,2013-06-01,1,50294,163.0,4759.0
2026-06-15,IT,2016-10-01,1,52386,148.0,3524.0
2026-06-15,IT,2016-09-01,1,47655,188.0,3566.0
2026-06-15,IT,2020-10-01,1,47999,185.0,2054.0
2026-06-15,IT,2018-11-01,1,56379,130.0,2754.0
2026-06-15,IT,2011-12-01,1,55870,135.0,5292.0
2026-06-15,IT,2022-09-01,1,70512,82.0,1368.0
2026-06-15,IT,2021-05-01,1,51865,150.0,1844.0
2026-06-15,IT,2017-03-01,1,48023,183.0,3377.0
2026-06-15,IT,1993-01-01,1,68663,87.0,12218.0
2026-06-15,IT,2016-01-01,1,67193,92.0,3797.0
2026-06-15,IT,2024-02-01,1,50981,157.0,864.0
2026-06-15,IT,2025-12-01,1,48935,174.0,193.0
2026-06-15,IT,2023-02-01,1,53042,143.0,1221.0
2026-06-15,IT,2018-01-01,1,50428,160.0,3069.0
2026-06-15,IT,2025-11-01,1,89292,53.0,220.0
2026-06-15,IT,1996-10-01,1,49891,168.0,10822.0
2026-06-15,IT,2024-08-01,1,46518,199.0,675.0
2026-06-15,IT,2018-10-01,1,83254,59.0,2799.0
2026-06-15,IT,2013-01-01,1,97768,42.0,4913.0
2026-06-15,IT,2019-10-01,1,51001,156.0,2419.0
2026-06-15,IT,2024-09-01,1,66566,95.0,640.0
2026-06-15,IT,2014-01-01,1,53354,142.0,4548.0
2026-06-15,IT,1995-01-01,1,55917,134.0,11488.0
2026-06-15,IT,2005-06-01,1,58832,121.0,7675.0
2026-06-15,IT,2023-06-01,1,48271,180.0,1102.0
2026-06-15,IT,1998-01-01,1,59222,119.0,10392.0
2026-06-15,IT,2017-05-01,1,83426,58.0,3328.0
2026-06-15,IT,2005-05-01,1,46655,198.0,7689.0
2026-06-15,IT,2016-04-01,1,51685,152.0,3706.0
2026-06-15,IT,2024-05-01,1,50918,158.0,759.0
2026-06-15,IT,2019-06-01,1,46887,194.0,2544.0
2026-06-15,IT,2012-10-01,1,61918,109.0,4997.0
2026-06-15,IT,2023-09-01,1,58613,122.0,990.0
2026-06-15,IT,2017-11-01,1,70122,84.0,3125.0
2026-06-15,IT,2022-06-01,1,63014,103.0,1473.0
2026-06-15,IT,2014-08-01,1,60964,112.0,4332.0
2026-06-15,IT,2018-06-01,1,52738,145.0,2908.0
2026-06-15,IT,2022-05-01,1,100842,38.0,1501.0
2026-06-15,IT,2024-10-01,2,137687,86.5,598.0
2026-06-15,IT,2021-02-01,2,169174,102.5,1949.0
2026-06-15,IT,2023-11-01,2,93918,193.0,941.0
2026-06-15,IT,1982-11-01,2,198795,40.5,15903.0
2026-06-15,IT,2025-02-01,2,182491,103.5,487.0
2026-06-15,IT,2025-10-01,2,139177,84.5,237.5
2026-06-15,IT,2025-08-01,2,148333,102.5,293.5
2026-06-15,IT,2012-01-01,2,201998,47.5,5279.0
2026-06-15,IT,2020-06-01,2,102466,162.5,2191.5
2026-06-15,IT,2019-03-01,3,194841,100.66666666666667,2637.3333333333335
2026-06-15,IT,2025-07-01,3,209790,95.0,332.0
2026-06-15,IT,2024-12-01,3,161703,153.33333333333334,550.0
2026-06-15,IT,2025-03-01,3,345020,46.0,444.0
2026-06-15,IT,2025-05-01,4,214520,153.25,395.25
2026-06-15,IT,2025-06-01,4,221067,144.25,367.25
2026-06-15,IT,2024-11-01,4,260750,132.0,569.25
2026-06-15,IT,2025-09-01,5,349612,97.4,268.2
2026-06-15,IT,2025-01-01,6,516658,75.33333333333333,526.0
2026-06-15,IT,2024-06-01,6,344412,135.66666666666669,727.6666666666667
2026-06-15,IT,2026-03-01,8,824707,83.75,90.62500000000001
2026-06-15,IT,2025-04-01,8,638851,80.75000000000001,426.875
2026-06-15,IT,2026-06-01,13,1334079,59.38461538461539,7.076923076923077
2026-06-15,IT,2026-02-01,14,1254853,82.57142857142857,114.2142857142857
2026-06-15,IT,2026-01-01,14,1147296,103.0,147.0
2026-06-15,IT,2026-05-01,20,1974663,90.14999999999999,28.15
2026-06-15,IT,2026-04-01,20,1996324,68.6,63.0
2026-06-11,IT,2024-09-01,1,74014,78.0,636.0
2026-06-11,IT,2005-05-01,1,52219,164.0,7685.0
2026-06-11,IT,2014-08-01,1,64012,110.0,4328.0
2026-06-11,IT,2018-11-01,1,59966,123.0,2750.0
2026-06-11,IT,2022-05-01,1,113246,35.0,1497.0
2026-06-11,IT,2022-06-01,1,73324,82.0,1469.0
2026-06-11,IT,2023-06-01,1,52529,161.0,1098.0
2026-06-11,IT,2005-06-01,1,63322,113.0,7671.0
2026-06-11,IT,2014-01-01,1,57402,131.0,4544.0
2026-06-11,IT,2024-08-01,1,48989,192.0,671.0
2026-06-11,IT,2020-10-01,1,54223,144.0,2050.0
2026-06-11,IT,2020-09-01,1,71741,89.0,2085.0
2026-06-11,IT,2015-05-01,1,54645,141.0,4034.0
2026-06-11,IT,2023-01-01,1,51396,174.0,1231.0
2026-06-11,IT,2016-10-01,1,56651,134.0,3520.0
2026-06-11,IT,1983-06-01,1,59803,125.0,15700.0
2026-06-11,IT,1993-01-01,1,61720,118.0,12214.0
2026-06-11,IT,2016-09-01,1,48600,200.0,3562.0
2026-06-11,IT,2018-01-01,1,51581,173.0,3065.0
2026-06-11,IT,2024-05-01,1,49219,190.0,755.0
2026-06-11,IT,2011-12-01,1,60266,122.0,5288.0
2026-06-11,IT,2025-12-01,1,57116,132.0,189.0
2026-06-11,IT,2023-05-01,1,52603,160.0,1119.0
2026-06-11,IT,2024-04-01,1,49052,191.0,797.0
2026-06-11,IT,2016-04-01,1,54100,145.0,3702.0
2026-06-11,IT,2022-09-01,1,75719,74.0,1364.0
2026-06-11,IT,2011-04-01,1,93969,51.0,5522.0
2026-06-11,IT,1998-01-01,1,64396,109.0,10388.0
2026-06-11,IT,2016-01-01,1,71442,90.0,3793.0
2026-06-11,IT,2019-10-01,1,53066,155.0,2415.0
2026-06-11,IT,2017-05-01,1,91332,52.0,3324.0
2026-06-11,IT,2025-11-01,1,85202,59.0,216.0
2026-06-11,IT,2023-02-01,1,52204,165.0,1217.0
2026-06-11,IT,2018-10-01,1,90171,53.0,2795.0
2026-06-11,IT,2017-11-01,1,77126,71.0,3121.0
2026-06-11,IT,2022-07-01,1,52072,167.0,1436.0
2026-06-11,IT,2012-10-01,1,63012,114.0,4993.0
2026-06-11,IT,1987-08-01,1,51789,169.0,14164.0
2026-06-11,IT,2017-03-01,1,55774,138.0,3373.0
2026-06-11,IT,2025-02-01,2,194089,88.0,483.0
2026-06-11,IT,2025-08-01,2,161541,94.0,289.5
2026-06-11,IT,2023-11-01,2,98918,189.5,937.0
2026-06-11,IT,2020-06-01,2,104730,165.5,2187.5
2026-06-11,IT,2012-01-01,2,225642,41.5,5275.0
2026-06-11,IT,2024-02-01,2,104457,168.0,853.0
2026-06-11,IT,1995-01-01,2,118911,130.5,11484.0
2026-06-11,IT,2025-10-01,2,153622,72.0,233.5
2026-06-11,IT,2024-12-01,2,119811,142.0,543.0
2026-06-11,IT,2018-06-01,2,100053,183.5,2918.0
2026-06-11,IT,2013-01-01,2,156142,110.0,4909.0
2026-06-11,IT,2021-02-01,2,185837,91.0,1945.0
2026-06-11,IT,2024-10-01,3,192661,113.33333333333333,594.0
2026-06-11,IT,2019-03-01,3,217759,88.0,2633.3333333333335
2026-06-11,IT,2025-05-01,3,179671,134.0,386.3333333333333
2026-06-11,IT,2025-07-01,3,223985,93.0,328.0
2026-06-11,IT,2025-03-01,3,378289,45.33333333333333,440.0
2026-06-11,IT,1982-11-01,3,269992,90.66666666666666,15899.0
2026-06-11,IT,2024-11-01,4,281192,138.5,565.25
2026-06-11,IT,2025-06-01,4,265367,112.75,363.25
2026-06-11,IT,2025-09-01,5,364768,97.2,264.2
2026-06-11,IT,2024-06-01,6,348217,145.83333333333334,723.6666666666667
2026-06-11,IT,2025-01-01,6,586287,63.0,522.0
2026-06-11,IT,2026-06-01,7,964634,53.142857142857146,6.428571428571429
2026-06-11,IT,2025-04-01,8,664368,84.625,422.875
2026-06-11,IT,2026-03-01,8,869651,82.24999999999999,86.62500000000001
2026-06-11,IT,2026-02-01,14,1382409,75.35714285714286,110.2142857142857
2026-06-11,IT,2026-01-01,15,1200631,116.93333333333334,142.26666666666668
2026-06-11,IT,2026-04-01,20,2158530,65.2,59.349999999999994
2026-06-11,IT,2026-05-01,21,2195378,89.04761904761905,23.952380952380953
2026-06-24,IT,2022-05-01,1,102086,43.0,1510.0
2026-06-24,IT,2012-10-01,1,52876,158.0,5006.0
2026-06-24,IT,2020-09-01,1,57085,131.0,2098.0
2026-06-24,IT,2014-08-01,1,55228,142.0,4341.0
2026-06-24,IT,2016-01-01,1,64678,102.0,3806.0
2026-06-24,IT,2011-04-01,1,72425,76.0,5535.0
2026-06-24,IT,2023-02-01,1,74529,72.0,1230.0
2026-06-24,IT,2025-11-01,1,109728,34.0,229.0
2026-06-24,IT,1996-10-01,1,50319,171.0,10831.0
2026-06-24,IT,2022-07-01,1,51074,167.0,1449.0
2026-06-24,IT,2018-10-01,1,71200,78.0,2808.0
2026-06-24,IT,2017-03-01,1,50417,170.0,3386.0
2026-06-24,IT,1992-01-01,1,48419,190.0,12593.0
2026-06-24,IT,2020-05-01,1,47824,197.0,2234.0
2026-06-24,IT,2023-06-01,1,55777,139.0,1118.0
2026-06-24,IT,2013-01-01,1,96233,50.0,4922.0
2026-06-24,IT,2024-02-01,1,51213,166.0,873.0
2026-06-24,IT,2022-09-01,1,72240,77.0,1377.0
2026-06-24,IT,2016-09-01,1,54187,151.0,3575.0
2026-06-24,IT,2011-12-01,1,57694,127.0,5301.0
2026-06-24,IT,2019-06-01,1,48095,195.0,2553.0
2026-06-24,IT,2017-11-01,1,60184,116.0,3134.0
2026-06-24,IT,2005-05-01,1,49008,185.0,7698.0
2026-06-24,IT,2016-04-01,1,50110,172.0,3715.0
2026-06-24,IT,2018-11-01,1,54076,155.0,2763.0
2026-06-24,IT,2025-12-01,1,49869,174.0,202.0
2026-06-24,IT,2024-05-01,1,49738,175.0,768.0
2026-06-24,IT,2013-06-01,1,54911,145.0,4768.0
2026-06-24,IT,2022-06-01,1,60778,114.0,1482.0
2026-06-24,IT,1993-01-01,1,74218,73.0,12227.0
2026-06-24,IT,2012-12-01,1,48790,186.0,4947.0
2026-06-24,IT,2016-10-01,1,51746,164.0,3533.0
2026-06-24,IT,1983-06-01,1,58725,124.0,15713.0
2026-06-24,IT,2024-09-01,1,59847,119.0,649.0
2026-06-24,IT,2017-05-01,1,81159,66.0,3337.0
2026-06-24,IT,2018-06-01,1,49874,173.0,2917.0
2026-06-24,IT,2025-02-01,1,133471,18.0,490.0
2026-06-24,IT,2025-10-01,2,138977,86.0,246.5
2026-06-24,IT,2020-06-01,2,106976,156.5,2200.5
2026-06-24,IT,2024-12-01,2,113118,143.5,556.0
2026-06-24,IT,2021-02-01,2,191484,99.5,1958.0
2026-06-24,IT,2012-01-01,2,186006,79.0,5288.0
2026-06-24,IT,2018-01-01,2,101643,176.0,3078.0
2026-06-24,IT,1998-01-01,2,115143,140.5,10401.0
2026-06-24,IT,1982-11-01,2,173955,59.0,15912.0
2026-06-24,IT,2023-11-01,2,100945,172.0,950.0
2026-06-24,IT,2024-11-01,3,218151,110.33333333333333,575.6666666666666
2026-06-24,IT,2019-03-01,3,192432,104.66666666666667,2646.3333333333335
2026-06-24,IT,2025-03-01,3,323668,62.33333333333333,453.0
2026-06-24,IT,2025-05-01,3,159120,162.0,404.3333333333333
2026-06-24,IT,2025-06-01,3,183696,119.0,378.6666666666667
2026-06-24,IT,1995-01-01,3,166679,142.33333333333334,11497.0
2026-06-24,IT,2025-08-01,3,227076,116.0,306.0
2026-06-24,IT,2025-07-01,3,196900,98.33333333333333,341.0
2026-06-24,IT,2024-10-01,4,284243,94.5,607.0
2026-06-24,IT,2025-01-01,6,515199,81.5,535.0
2026-06-24,IT,2024-06-01,6,331792,147.83333333333334,736.6666666666667
2026-06-24,IT,2025-04-01,7,554734,84.28571428571429,435.2857142857143
2026-06-24,IT,2026-03-01,8,857422,76.12500000000001,99.62500000000001
2026-06-24,IT,2025-09-01,8,534324,114.625,274.87500000000006
2026-06-24,IT,2026-02-01,13,1203263,79.38461538461539,122.07692307692307
2026-06-24,IT,2026-01-01,15,1339747,92.46666666666668,156.19999999999996
2026-06-24,IT,2026-05-01,17,1877025,85.58823529411765,37.411764705882355
2026-06-24,IT,2026-06-01,18,1783141,62.38888888888889,12.499999999999998
2026-06-24,IT,2026-04-01,19,1941435,77.31578947368422,70.47368421052632
2026-07-11,IT,2024-09-01,1,84550,77.0,666.0
2026-07-11,IT,2017-11-01,1,57457,163.0,3151.0
2026-07-11,IT,1992-01-01,1,54006,184.0,12610.0
2026-07-11,IT,2020-09-01,1,53232,189.0,2115.0
2026-07-11,IT,1993-01-01,1,82087,81.0,12244.0
2026-07-11,IT,2017-10-01,1,68297,113.0,3200.0
2026-07-11,IT,2012-12-01,1,51379,200.0,4964.0
2026-07-11,IT,2023-07-01,1,59320,152.0,1100.0
2026-07-11,IT,2018-11-01,1,55514,177.0,2780.0
2026-07-11,IT,2018-02-01,1,69068,111.0,3074.0
2026-07-11,IT,2016-01-01,1,63678,129.0,3823.0
2026-07-11,IT,2019-09-01,1,51739,197.0,2493.0
2026-07-11,IT,1995-01-01,1,100132,53.0,11514.0
2026-07-11,IT,2023-02-01,1,55498,178.0,1247.0
2026-07-11,IT,2022-05-01,1,96050,57.0,1527.0
2026-07-11,IT,2016-10-01,1,57478,162.0,3550.0
2026-07-11,IT,2016-04-01,1,57985,158.0,3732.0
2026-07-11,IT,2011-12-01,1,56249,174.0,5318.0
2026-07-11,IT,2019-04-01,1,60700,143.0,2654.0
2026-07-11,IT,2022-09-01,1,63232,131.0,1394.0
2026-07-11,IT,2024-05-01,1,72462,100.0,785.0
2026-07-11,IT,2005-05-01,1,60615,144.0,7715.0
2026-07-11,IT,2025-11-01,1,132841,30.0,246.0
2026-07-11,IT,2022-06-01,1,72661,98.0,1499.0
2026-07-11,IT,2012-10-01,1,60559,145.0,5023.0
2026-07-11,IT,2021-02-01,1,153470,21.0,1975.0
2026-07-11,IT,2017-05-01,1,84745,74.0,3354.0
2026-07-11,IT,2016-06-01,1,55074,179.0,3669.0
2026-07-11,IT,1983-06-01,1,57537,160.0,15730.0
2026-07-11,IT,2013-06-01,1,57186,166.0,4785.0
2026-07-11,IT,2018-04-01,1,56795,169.0,3004.0
2026-07-11,IT,2022-07-01,1,53565,188.0,1466.0
2026-07-11,IT,2014-08-01,1,64894,127.0,4358.0
2026-07-11,IT,2020-10-01,1,52703,192.0,2080.0
2026-07-11,IT,2018-10-01,1,67257,119.0,2825.0
2026-07-11,IT,2013-01-01,1,90671,67.0,4939.0
2026-07-11,IT,2011-04-01,1,68041,114.0,5552.0
2026-07-11,IT,1999-01-01,1,65081,125.0,10053.0
2026-07-11,IT,2024-02-01,2,108665,183.5,883.0
2026-07-11,IT,2012-01-01,2,182104,92.5,5305.0
2026-07-11,IT,2025-08-01,2,183895,65.5,323.0
2026-07-11,IT,1982-11-01,2,166998,78.0,15929.0
2026-07-11,IT,2020-06-01,2,117506,156.0,2217.5
2026-07-11,IT,2024-11-01,2,172802,71.5,593.0
2026-07-11,IT,2018-01-01,2,128035,133.5,3095.0
2026-07-11,IT,2024-10-01,2,144076,101.0,624.0
2026-07-11,IT,2025-02-01,2,201946,98.5,513.0
2026-07-11,IT,2016-09-01,2,118195,154.0,3592.0
2026-07-11,IT,1998-01-01,2,119729,156.0,10418.0
2026-07-11,IT,2025-10-01,2,172160,80.0,263.5
2026-07-11,IT,2019-03-01,3,215490,103.0,2663.3333333333335
2026-07-11,IT,2023-11-01,3,177641,157.0,967.0
2026-07-11,IT,2025-07-01,3,237134,87.0,358.0
